 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    500.211     500.000         10.000      104.678      2.9654e-01      1.8374e-02      5.4486e-03      2.7406e-03    2.869e-01     8.027e+01       1.04e+01    1.30e+00    101616 
    600.212     600.000         0.010      38.758      3.6071e-01      1.6829e-08      6.0706e-09      8.6782e-09    3.363e-07     2.535e+07       1.21e-05    1.53e-06    2 
    600.212     600.000         0.015      38.758      3.6071e-01      9.2228e-06      3.3268e-06      1.5771e-06    6.113e-05     1.395e+05       2.21e-03    2.78e-04    15 
    600.212     600.000         0.020      38.758      3.6071e-01      6.7967e-05      2.4517e-05      1.1083e-05    4.295e-04     1.985e+04       1.55e-02    1.95e-03    74 
    600.212     600.000         0.025      38.758      3.6071e-01      1.8602e-04      6.7099e-05      3.4437e-05    1.335e-03     6.388e+03       4.82e-02    6.07e-03    241 
    600.212     600.000         0.030      38.758      3.6071e-01      4.5689e-04      1.6481e-04      8.2042e-05    3.180e-03     2.682e+03       1.15e-01    1.45e-02    541 
    600.212     600.000         0.040      38.758      3.6071e-01      1.5943e-03      5.7508e-04      2.7553e-04    1.068e-02     7.985e+02       3.86e-01    4.85e-02    1593 
    600.212     600.000         0.050      38.758      3.6071e-01      3.5270e-03      1.2722e-03      6.0640e-04    2.350e-02     3.628e+02       8.48e-01    1.07e-01    3304 
    600.212     600.000         0.060      38.758      3.6071e-01      6.1922e-03      2.2336e-03      1.0666e-03    4.134e-02     2.063e+02       1.49e+00    1.88e-01    5532 
    600.212     600.000         0.070      38.758      3.6071e-01      9.4874e-03      3.4222e-03      1.6354e-03    6.338e-02     1.345e+02       2.29e+00    2.88e-01    8087 
    600.212     600.000         0.080      38.758      3.6071e-01      1.3265e-02      4.7848e-03      2.2596e-03    8.758e-02     9.736e+01       3.16e+00    3.98e-01    11004 
    600.212     600.000         0.090      38.758      3.6071e-01      1.7236e-02      6.2172e-03      2.9140e-03    1.129e-01     7.550e+01       4.08e+00    5.13e-01    14025 
    600.212     600.000         0.100      38.758      3.6071e-01      2.1788e-02      7.8591e-03      3.6773e-03    1.425e-01     5.983e+01       5.15e+00    6.48e-01    17459 
    600.212     600.000         0.150      38.758      3.6071e-01      4.2441e-02      1.5309e-02      7.1565e-03    2.774e-01     3.074e+01       1.00e+01    1.26e+00    33515 
    600.212     600.000         0.200      38.758      3.6071e-01      5.9506e-02      2.1465e-02      1.0041e-02    3.892e-01     2.191e+01       1.40e+01    1.77e+00    48147 
    600.212     600.000         0.250      38.758      3.6071e-01      7.1909e-02      2.5939e-02      1.2088e-02    4.685e-01     1.820e+01       1.69e+01    2.13e+00    59551 
    600.212     600.000         0.300      38.758      3.6071e-01      8.0802e-02      2.9146e-02      1.3550e-02    5.252e-01     1.624e+01       1.90e+01    2.39e+00    69536 
    600.212     600.000         0.400      38.758      3.6071e-01      9.1865e-02      3.3137e-02      1.5362e-02    5.954e-01     1.432e+01       2.15e+01    2.71e+00    84658 
    600.212     600.000         0.500      38.758      3.6071e-01      9.7194e-02      3.5059e-02      1.6174e-02    6.269e-01     1.360e+01       2.26e+01    2.85e+00    95326 
    600.212     600.000         0.600      38.758      3.6071e-01      9.8784e-02      3.5633e-02      1.6493e-02    6.392e-01     1.334e+01       2.31e+01    2.91e+00    102828 
    600.212     600.000         0.700      38.758      3.6071e-01      9.6924e-02      3.4962e-02      1.6143e-02    6.257e-01     1.363e+01       2.26e+01    2.84e+00    107951 
    600.212     600.000         0.800      38.758      3.6071e-01      9.5292e-02      3.4373e-02      1.5837e-02    6.138e-01     1.389e+01       2.22e+01    2.79e+00    112397 
    600.212     600.000         0.900      38.758      3.6071e-01      9.3113e-02      3.3587e-02      1.5509e-02    6.011e-01     1.419e+01       2.17e+01    2.73e+00    115535 
    600.212     600.000         1.000      38.758      3.6071e-01      9.0542e-02      3.2660e-02      1.5016e-02    5.820e-01     1.465e+01       2.10e+01    2.65e+00    118283 
    600.212     600.000         1.500      38.758      3.6071e-01      7.7390e-02      2.7916e-02      1.2793e-02    4.958e-01     1.720e+01       1.79e+01    2.25e+00    125481 
    600.212     600.000         2.000      38.758      3.6071e-01      6.6870e-02      2.4121e-02      1.0985e-02    4.257e-01     2.003e+01       1.54e+01    1.94e+00    128197 
    600.212     600.000         2.500      38.758      3.6071e-01      5.8584e-02      2.1132e-02      9.5888e-03    3.716e-01     2.294e+01       1.34e+01    1.69e+00    129727 
    600.212     600.000         3.000      38.758      3.6071e-01      5.1748e-02      1.8666e-02      8.4406e-03    3.271e-01     2.606e+01       1.18e+01    1.49e+00    130365 
    600.212     600.000         4.000      38.758      3.6071e-01      4.1854e-02      1.5097e-02      6.8002e-03    2.636e-01     3.235e+01       9.51e+00    1.20e+00    131085 
    600.212     600.000         5.000      38.758      3.6071e-01      3.5837e-02      1.2927e-02      5.8201e-03    2.256e-01     3.780e+01       8.14e+00    1.03e+00    131275 
    600.212     600.000         6.000      38.758      3.6071e-01      3.0485e-02      1.0997e-02      4.9602e-03    1.922e-01     4.435e+01       6.94e+00    8.74e-01    131365 
    600.212     600.000         7.000      38.758      3.6071e-01      2.7052e-02      9.7581e-03      4.3560e-03    1.688e-01     5.051e+01       6.09e+00    7.67e-01    131084 
    600.212     600.000         8.000      38.758      3.6071e-01      2.4174e-02      8.7200e-03      3.8955e-03    1.510e-01     5.648e+01       5.45e+00    6.86e-01    131161 
    600.212     600.000         9.000      38.758      3.6071e-01      2.1693e-02      7.8249e-03      3.4905e-03    1.353e-01     6.303e+01       4.88e+00    6.15e-01    131061 
    600.212     600.000         10.000      38.758      3.6071e-01      1.9707e-02      7.1085e-03      3.1849e-03    1.234e-01     6.908e+01       4.46e+00    5.61e-01    131005 
    700.213     700.000         0.010      15.796      4.1402e-01      2.8658e-09      1.1865e-09      4.7373e-10    7.483e-09     4.644e+08       2.70e-07    3.40e-08    2 
    700.213     700.000         0.015      15.796      4.1402e-01      4.4133e-06      1.8272e-06      8.2504e-07    1.303e-05     2.667e+05       4.70e-04    5.92e-05    105 
    700.213     700.000         0.020      15.796      4.1402e-01      2.4662e-05      1.0211e-05      4.4797e-06    7.076e-05     4.911e+04       2.55e-03    3.22e-04    502 
    700.213     700.000         0.025      15.796      4.1402e-01      9.8144e-05      4.0634e-05      1.8073e-05    2.855e-04     1.217e+04       1.03e-02    1.30e-03    1650 
    700.213     700.000         0.030      15.796      4.1402e-01      2.6415e-04      1.0937e-04      4.8049e-05    7.590e-04     4.579e+03       2.74e-02    3.45e-03    3894 
    700.213     700.000         0.040      15.796      4.1402e-01      9.9190e-04      4.1067e-04      1.7906e-04    2.828e-03     1.229e+03       1.02e-01    1.29e-02    12793 
    700.213     700.000         0.050      15.796      4.1402e-01      2.3224e-03      9.6151e-04      4.1250e-04    6.516e-03     5.333e+02       2.35e-01    2.96e-02    27346 
    700.213     700.000         0.060      15.796      4.1402e-01      4.3785e-03      1.8128e-03      7.7409e-04    1.223e-02     2.842e+02       4.41e-01    5.56e-02    47855 
    700.213     700.000         0.070      15.796      4.1402e-01      7.0238e-03      2.9080e-03      1.2441e-03    1.965e-02     1.768e+02       7.09e-01    8.93e-02    73411 
    700.213     700.000         0.080      15.796      4.1402e-01      1.0135e-02      4.1961e-03      1.7859e-03    2.821e-02     1.232e+02       1.02e+00    1.28e-01    102786 
    700.213     700.000         0.090      15.796      4.1402e-01      1.3675e-02      5.6618e-03      2.4028e-03    3.796e-02     9.156e+01       1.37e+00    1.73e-01    134493 
    700.213     700.000         0.100      15.796      4.1402e-01      1.7302e-02      7.1634e-03      3.0315e-03    4.789e-02     7.257e+01       1.73e+00    2.18e-01    167461 
    700.213     700.000         0.150      15.796      4.1402e-01      3.6675e-02      1.5184e-02      6.4113e-03    1.013e-01     3.431e+01       3.66e+00    4.60e-01    343424 
    700.213     700.000         0.200      15.796      4.1402e-01      5.3729e-02      2.2245e-02      9.3934e-03    1.484e-01     2.342e+01       5.36e+00    6.74e-01    506962 
    700.213     700.000         0.250      15.796      4.1402e-01      6.7171e-02      2.7811e-02      1.1716e-02    1.851e-01     1.878e+01       6.68e+00    8.41e-01    647784 
    700.213     700.000         0.300      15.796      4.1402e-01      7.7531e-02      3.2100e-02      1.3519e-02    2.135e-01     1.627e+01       7.71e+00    9.71e-01    768977 
    700.213     700.000         0.400      15.796      4.1402e-01      8.9958e-02      3.7245e-02      1.5675e-02    2.476e-01     1.403e+01       8.94e+00    1.13e+00    951217 
    700.213     700.000         0.500      15.796      4.1402e-01      9.6125e-02      3.9798e-02      1.6717e-02    2.641e-01     1.316e+01       9.53e+00    1.20e+00    1081128 
    700.213     700.000         0.600      15.796      4.1402e-01      9.8540e-02      4.0798e-02      1.7140e-02    2.707e-01     1.284e+01       9.77e+00    1.23e+00    1176976 
    700.213     700.000         0.700      15.796      4.1402e-01      9.8505e-02      4.0783e-02      1.7094e-02    2.700e-01     1.287e+01       9.75e+00    1.23e+00    1246336 
    700.213     700.000         0.800      15.796      4.1402e-01      9.7444e-02      4.0344e-02      1.6903e-02    2.670e-01     1.302e+01       9.64e+00    1.21e+00    1301099 
    700.213     700.000         0.900      15.796      4.1402e-01      9.5718e-02      3.9629e-02      1.6575e-02    2.618e-01     1.327e+01       9.45e+00    1.19e+00    1344845 
    700.213     700.000         1.000      15.796      4.1402e-01      9.3704e-02      3.8796e-02      1.6207e-02    2.560e-01     1.357e+01       9.24e+00    1.16e+00    1378096 
    700.213     700.000         1.500      15.796      4.1402e-01      8.1568e-02      3.3771e-02      1.4060e-02    2.221e-01     1.565e+01       8.02e+00    1.01e+00    1474529 
    700.213     700.000         2.000      15.796      4.1402e-01      7.0452e-02      2.9169e-02      1.2104e-02    1.912e-01     1.818e+01       6.90e+00    8.69e-01    1513185 
    700.213     700.000         2.500      15.796      4.1402e-01      6.2044e-02      2.5688e-02      1.0619e-02    1.677e-01     2.072e+01       6.06e+00    7.62e-01    1533997 
    700.213     700.000         3.000      15.796      4.1402e-01      5.5382e-02      2.2930e-02      9.4602e-03    1.494e-01     2.326e+01       5.39e+00    6.79e-01    1543704 
    700.213     700.000         4.000      15.796      4.1402e-01      4.5059e-02      1.8656e-02      7.6621e-03    1.210e-01     2.871e+01       4.37e+00    5.50e-01    1553285 
    700.213     700.000         5.000      15.796      4.1402e-01      3.8301e-02      1.5858e-02      6.5023e-03    1.027e-01     3.383e+01       3.71e+00    4.67e-01    1557223 
    700.213     700.000         6.000      15.796      4.1402e-01      3.2949e-02      1.3642e-02      5.5847e-03    8.822e-02     3.939e+01       3.18e+00    4.01e-01    1558152 
    700.213     700.000         7.000      15.796      4.1402e-01      2.9173e-02      1.2078e-02      4.9401e-03    7.804e-02     4.453e+01       2.82e+00    3.55e-01    1558538 
    700.213     700.000         8.000      15.796      4.1402e-01      2.6002e-02      1.0765e-02      4.4068e-03    6.961e-02     4.992e+01       2.51e+00    3.16e-01    1557446 
    700.213     700.000         9.000      15.796      4.1402e-01      2.3544e-02      9.7479e-03      3.9813e-03    6.289e-02     5.526e+01       2.27e+00    2.86e-01    1557118 
    700.213     700.000         10.000      15.796      4.1402e-01      2.1416e-02      8.8668e-03      3.6176e-03    5.714e-02     6.081e+01       2.06e+00    2.60e-01    1556060 
    800.214     800.000         0.010      6.994      4.4451e-01      2.7850e-09      1.2379e-09      5.0175e-10    3.509e-09     4.385e+08       1.27e-07    1.60e-08    5 
    800.214     800.000         0.015      6.994      4.4451e-01      1.5710e-06      6.9831e-07      2.4039e-07    1.681e-06     9.152e+05       6.07e-05    7.64e-06    44 
    800.214     800.000         0.020      6.994      4.4451e-01      1.4292e-05      6.3529e-06      2.8866e-06    2.019e-05     7.621e+04       7.29e-04    9.18e-05    314 
    800.214     800.000         0.025      6.994      4.4451e-01      6.0778e-05      2.7016e-05      1.1841e-05    8.282e-05     1.858e+04       2.99e-03    3.76e-04    1169 
    800.214     800.000         0.030      6.994      4.4451e-01      1.7334e-04      7.7053e-05      3.3951e-05    2.375e-04     6.480e+03       8.57e-03    1.08e-03    2979 
    800.214     800.000         0.040      6.994      4.4451e-01      6.7170e-04      2.9858e-04      1.2177e-04    8.517e-04     1.807e+03       3.07e-02    3.87e-03    10145 
    800.214     800.000         0.050      6.994      4.4451e-01      1.7346e-03      7.7103e-04      3.1854e-04    2.228e-03     6.906e+02       8.04e-02    1.01e-02    23295 
    800.214     800.000         0.060      6.994      4.4451e-01      3.3515e-03      1.4898e-03      6.0969e-04    4.264e-03     3.608e+02       1.54e-01    1.94e-02    42052 
    800.214     800.000         0.070      6.994      4.4451e-01      5.5294e-03      2.4579e-03      9.9109e-04    6.932e-03     2.220e+02       2.50e-01    3.15e-02    65818 
    800.214     800.000         0.080      6.994      4.4451e-01      8.1422e-03      3.6193e-03      1.4533e-03    1.016e-02     1.514e+02       3.67e-01    4.62e-02    93344 
    800.214     800.000         0.090      6.994      4.4451e-01      1.1271e-02      5.0101e-03      2.0085e-03    1.405e-02     1.095e+02       5.07e-01    6.39e-02    125536 
    800.214     800.000         0.100      6.994      4.4451e-01      1.4479e-02      6.4361e-03      2.5782e-03    1.803e-02     8.533e+01       6.51e-01    8.20e-02    158080 
    800.214     800.000         0.150      6.994      4.4451e-01      3.2586e-02      1.4485e-02      5.7686e-03    4.035e-02     3.814e+01       1.46e+00    1.83e-01    339904 
    800.214     800.000         0.200      6.994      4.4451e-01      4.9508e-02      2.2006e-02      8.7605e-03    6.127e-02     2.511e+01       2.21e+00    2.79e-01    515432 
    800.214     800.000         0.250      6.994      4.4451e-01      6.3254e-02      2.8117e-02      1.1179e-02    7.819e-02     1.968e+01       2.82e+00    3.55e-01    670121 
    800.214     800.000         0.300      6.994      4.4451e-01      7.3726e-02      3.2772e-02      1.3033e-02    9.116e-02     1.688e+01       3.29e+00    4.14e-01    801775 
    800.214     800.000         0.400      6.994      4.4451e-01      8.7620e-02      3.8948e-02      1.5481e-02    1.083e-01     1.421e+01       3.91e+00    4.92e-01    1008783 
    800.214     800.000         0.500      6.994      4.4451e-01      9.4618e-02      4.2058e-02      1.6690e-02    1.167e-01     1.318e+01       4.21e+00    5.31e-01    1157537 
    800.214     800.000         0.600      6.994      4.4451e-01      9.8147e-02      4.3627e-02      1.7336e-02    1.212e-01     1.269e+01       4.38e+00    5.51e-01    1270119 
    800.214     800.000         0.700      6.994      4.4451e-01      9.8929e-02      4.3975e-02      1.7414e-02    1.218e-01     1.263e+01       4.40e+00    5.54e-01    1353799 
    800.214     800.000         0.800      6.994      4.4451e-01      9.8407e-02      4.3743e-02      1.7328e-02    1.212e-01     1.270e+01       4.38e+00    5.51e-01    1418475 
    800.214     800.000         0.900      6.994      4.4451e-01      9.7251e-02      4.3229e-02      1.7088e-02    1.195e-01     1.287e+01       4.31e+00    5.43e-01    1467680 
    800.214     800.000         1.000      6.994      4.4451e-01      9.5394e-02      4.2403e-02      1.6761e-02    1.172e-01     1.313e+01       4.23e+00    5.33e-01    1508968 
    800.214     800.000         1.500      6.994      4.4451e-01      8.3963e-02      3.7322e-02      1.4694e-02    1.028e-01     1.497e+01       3.71e+00    4.67e-01    1626380 
    800.214     800.000         2.000      6.994      4.4451e-01      7.3418e-02      3.2635e-02      1.2824e-02    8.969e-02     1.716e+01       3.24e+00    4.08e-01    1677308 
    800.214     800.000         2.500      6.994      4.4451e-01      6.4768e-02      2.8790e-02      1.1276e-02    7.886e-02     1.951e+01       2.85e+00    3.58e-01    1702417 
    800.214     800.000         3.000      6.994      4.4451e-01      5.7777e-02      2.5682e-02      1.0024e-02    7.011e-02     2.195e+01       2.53e+00    3.19e-01    1714397 
    800.214     800.000         4.000      6.994      4.4451e-01      4.7276e-02      2.1015e-02      8.1785e-03    5.720e-02     2.690e+01       2.06e+00    2.60e-01    1728661 
    800.214     800.000         5.000      6.994      4.4451e-01      4.0099e-02      1.7824e-02      6.9378e-03    4.852e-02     3.171e+01       1.75e+00    2.21e-01    1734136 
    800.214     800.000         6.000      6.994      4.4451e-01      3.4703e-02      1.5426e-02      5.9903e-03    4.190e-02     3.673e+01       1.51e+00    1.90e-01    1736410 
    800.214     800.000         7.000      6.994      4.4451e-01      3.0608e-02      1.3605e-02      5.2759e-03    3.690e-02     4.170e+01       1.33e+00    1.68e-01    1736719 
    800.214     800.000         8.000      6.994      4.4451e-01      2.7373e-02      1.2168e-02      4.7082e-03    3.293e-02     4.673e+01       1.19e+00    1.50e-01    1736461 
    800.214     800.000         9.000      6.994      4.4451e-01      2.4819e-02      1.1032e-02      4.2729e-03    2.989e-02     5.149e+01       1.08e+00    1.36e-01    1736844 
    800.214     800.000         10.000      6.994      4.4451e-01      2.2582e-02      1.0038e-02      3.8917e-03    2.722e-02     5.653e+01       9.83e-01    1.24e-01    1735798 
