 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    500.235     500.062         9.000      35.856      2.8570e-01      3.1852e-02      9.1000e-03      1.8829e-03    6.751e-02     1.168e+02       2.44e+00    3.07e-01    4525830 
    500.235     500.062         10.000     35.856      2.8570e-01      2.9209e-02      8.3450e-03      1.7200e-03    6.167e-02     1.279e+02       2.23e+00    2.80e-01    4525457 
    599.890     599.717         0.010      14.857      3.5192e-01      6.2542e-11      2.2010e-11      4.9780e-12    7.396e-11     4.419e+10       2.67e-09    3.36e-10    1 
    599.890     599.717         0.015      14.857      3.5192e-01      8.1917e-08      2.8829e-08      5.4640e-09    8.118e-08     4.026e+07       2.93e-06    3.69e-07    11 
    599.890     599.717         0.020      14.857      3.5192e-01      1.5474e-06      5.4457e-07      1.0726e-07    1.594e-06     2.051e+06       5.75e-05    7.24e-06    143 
    599.890     599.717         0.025      14.857      3.5192e-01      7.1875e-06      2.5295e-06      5.0165e-07    7.453e-06     4.386e+05       2.69e-04    3.39e-05    583 
    599.890     599.717         0.030      14.857      3.5192e-01      2.4867e-05      8.7512e-06      1.7947e-06    2.666e-05     1.226e+05       9.63e-04    1.21e-04    1711 
    599.890     599.717         0.040      14.857      3.5192e-01      1.2301e-04      4.3291e-05      8.7314e-06    1.297e-04     2.520e+04       4.68e-03    5.90e-04    7191 
    599.890     599.717         0.050      14.857      3.5192e-01      3.7772e-04      1.3293e-04      2.6773e-05    3.978e-04     8.217e+03       1.44e-02    1.81e-03    19454 
    599.890     599.717         0.060      14.857      3.5192e-01      8.2961e-04      2.9196e-04      5.8629e-05    8.711e-04     3.752e+03       3.14e-02    3.96e-03    39361 
    599.890     599.717         0.070      14.857      3.5192e-01      1.5194e-03      5.3471e-04      1.0706e-04    1.591e-03     2.055e+03       5.74e-02    7.23e-03    68027 
    599.890     599.717         0.080      14.857      3.5192e-01      2.4563e-03      8.6442e-04      1.7281e-04    2.567e-03     1.273e+03       9.27e-02    1.17e-02    104710 
    599.890     599.717         0.090      14.857      3.5192e-01      3.6284e-03      1.2769e-03      2.5503e-04    3.789e-03     8.627e+02       1.37e-01    1.72e-02    149183 
    599.890     599.717         0.100      14.857      3.5192e-01      5.0065e-03      1.7619e-03      3.5068e-04    5.210e-03     6.274e+02       1.88e-01    2.37e-02    200210 
    599.890     599.717         0.150      14.857      3.5192e-01      1.4543e-02      5.1181e-03      1.0186e-03    1.513e-02     2.160e+02       5.46e-01    6.88e-02    535045 
    599.890     599.717         0.200      14.857      3.5192e-01      2.5946e-02      9.1309e-03      1.8140e-03    2.695e-02     1.213e+02       9.73e-01    1.23e-01    926751 
    599.890     599.717         0.250      14.857      3.5192e-01      3.7401e-02      1.3162e-02      2.6159e-03    3.886e-02     8.410e+01       1.40e+00    1.77e-01    1325927 
    599.890     599.717         0.300      14.857      3.5192e-01      4.7795e-02      1.6820e-02      3.3397e-03    4.962e-02     6.587e+01       1.79e+00    2.26e-01    1703090 
    599.890     599.717         0.400      14.857      3.5192e-01      6.4767e-02      2.2793e-02      4.5260e-03    6.724e-02     4.861e+01       2.43e+00    3.06e-01    2366471 
    599.890     599.717         0.500      14.857      3.5192e-01      7.6782e-02      2.7022e-02      5.3667e-03    7.973e-02     4.099e+01       2.88e+00    3.62e-01    2908030 
    599.890     599.717         0.600      14.857      3.5192e-01      8.5155e-02      2.9968e-02      5.9504e-03    8.841e-02     3.697e+01       3.19e+00    4.02e-01    3350080 
    599.890     599.717         0.700      14.857      3.5192e-01      9.0458e-02      3.1834e-02      6.3198e-03    9.389e-02     3.481e+01       3.39e+00    4.27e-01    3701492 
    599.890     599.717         0.800      14.857      3.5192e-01      9.3923e-02      3.3054e-02      6.5601e-03    9.746e-02     3.354e+01       3.52e+00    4.43e-01    3994905 
    599.890     599.717         0.900      14.857      3.5192e-01      9.5763e-02      3.3701e-02      6.6853e-03    9.932e-02     3.291e+01       3.59e+00    4.51e-01    4232831 
    599.890     599.717         1.000      14.857      3.5192e-01      9.6693e-02      3.4029e-02      6.7440e-03    1.002e-01     3.262e+01       3.62e+00    4.55e-01    4433066 
    599.890     599.717         1.500      14.857      3.5192e-01      9.3556e-02      3.2925e-02      6.4973e-03    9.653e-02     3.386e+01       3.48e+00    4.39e-01    5052289 
    599.890     599.717         2.000      14.857      3.5192e-01      8.6125e-02      3.0310e-02      5.9509e-03    8.841e-02     3.697e+01       3.19e+00    4.02e-01    5355260 
    599.890     599.717         2.500      14.857      3.5192e-01      7.8670e-02      2.7686e-02      5.4105e-03    8.038e-02     4.066e+01       2.90e+00    3.65e-01    5520279 
    599.890     599.717         3.000      14.857      3.5192e-01      7.1906e-02      2.5306e-02      4.9199e-03    7.310e-02     4.472e+01       2.64e+00    3.32e-01    5617368 
    599.890     599.717         4.000      14.857      3.5192e-01      6.0858e-02      2.1417e-02      4.1290e-03    6.135e-02     5.328e+01       2.21e+00    2.79e-01    5719564 
    599.890     599.717         5.000      14.857      3.5192e-01      5.2661e-02      1.8533e-02      3.5491e-03    5.273e-02     6.199e+01       1.90e+00    2.40e-01    5761336 
    599.890     599.717         6.000      14.857      3.5192e-01      4.6284e-02      1.6288e-02      3.1028e-03    4.610e-02     7.090e+01       1.66e+00    2.10e-01    5783747 
    599.890     599.717         7.000      14.857      3.5192e-01      4.1285e-02      1.4529e-02      2.7540e-03    4.092e-02     7.988e+01       1.48e+00    1.86e-01    5794024 
    599.890     599.717         8.000      14.857      3.5192e-01      3.7224e-02      1.3100e-02      2.4735e-03    3.675e-02     8.894e+01       1.33e+00    1.67e-01    5796783 
    599.890     599.717         9.000      14.857      3.5192e-01      3.3922e-02      1.1938e-02      2.2485e-03    3.341e-02     9.784e+01       1.21e+00    1.52e-01    5798610 
    599.890     599.717         10.000     14.857      3.5192e-01      3.1093e-02      1.0942e-02      2.0525e-03    3.049e-02     1.072e+02       1.10e+00    1.39e-01    5799566 
    700.065     699.891         0.010      6.739      4.1265e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00           nan       0.00e+00    0.00e+00    0 
    700.065     699.891         0.015      6.739      4.1265e-01      1.7612e-07      7.2677e-08      1.2035e-08    8.110e-08     1.828e+07       2.93e-06    3.69e-07    14 
    700.065     699.891         0.020      6.739      4.1265e-01      8.1926e-07      3.3807e-07      5.3169e-08    3.583e-07     4.138e+06       1.29e-05    1.63e-06    100 
    700.065     699.891         0.025      6.739      4.1265e-01      4.3668e-06      1.8020e-06      3.2149e-07    2.166e-06     6.843e+05       7.82e-05    9.85e-06    432 
    700.065     699.891         0.030      6.739      4.1265e-01      1.5390e-05      6.3508e-06      1.1368e-06    7.660e-06     1.935e+05       2.77e-04    3.48e-05    1357 
    700.065     699.891         0.040      6.739      4.1265e-01      8.8387e-05      3.6473e-05      6.6946e-06    4.511e-05     3.286e+04       1.63e-03    2.05e-04    6488 
    700.065     699.891         0.050      6.739      4.1265e-01      2.6988e-04      1.1137e-04      2.0370e-05    1.373e-04     1.080e+04       4.96e-03    6.24e-04    17857 
    700.065     699.891         0.060      6.739      4.1265e-01      6.2256e-04      2.5690e-04      4.7253e-05    3.184e-04     4.656e+03       1.15e-02    1.45e-03    37860 
    700.065     699.891         0.070      6.739      4.1265e-01      1.1859e-03      4.8935e-04      8.9516e-05    6.032e-04     2.458e+03       2.18e-02    2.74e-03    67253 
    700.065     699.891         0.080      6.739      4.1265e-01      1.9715e-03      8.1356e-04      1.4978e-04    1.009e-03     1.469e+03       3.64e-02    4.59e-03    106377 
    700.065     699.891         0.090      6.739      4.1265e-01      3.0038e-03      1.2395e-03      2.2829e-04    1.538e-03     9.637e+02       5.55e-02    6.99e-03    154823 
    700.065     699.891         0.100      6.739      4.1265e-01      4.2368e-03      1.7483e-03      3.2063e-04    2.161e-03     6.862e+02       7.80e-02    9.82e-03    210937 
    700.065     699.891         0.150      6.739      4.1265e-01      1.2994e-02      5.3620e-03      9.8766e-04    6.656e-03     2.227e+02       2.40e-01    3.03e-02    588847 
    700.065     699.891         0.200      6.739      4.1265e-01      2.3942e-02      9.8797e-03      1.8198e-03    1.226e-02     1.209e+02       4.43e-01    5.57e-02    1043463 
    700.065     699.891         0.250      6.739      4.1265e-01      3.5241e-02      1.4542e-02      2.6789e-03    1.805e-02     8.212e+01       6.52e-01    8.21e-02    1517035 
    700.065     699.891         0.300      6.739      4.1265e-01      4.5715e-02      1.8864e-02      3.4777e-03    2.344e-02     6.326e+01       8.46e-01    1.07e-01    1972062 
    700.065     699.891         0.400      6.739      4.1265e-01      6.3125e-02      2.6049e-02      4.8033e-03    3.237e-02     4.580e+01       1.17e+00    1.47e-01    2781545 
    700.065     699.891         0.500      6.739      4.1265e-01      7.5769e-02      3.1266e-02      5.7697e-03    3.888e-02     3.813e+01       1.40e+00    1.77e-01    3449614 
    700.065     699.891         0.600      6.739      4.1265e-01      8.4622e-02      3.4920e-02      6.4405e-03    4.340e-02     3.416e+01       1.57e+00    1.97e-01    3995118 
    700.065     699.891         0.700      6.739      4.1265e-01      9.0671e-02      3.7416e-02      6.9064e-03    4.654e-02     3.185e+01       1.68e+00    2.12e-01    4445556 
    700.065     699.891         0.800      6.739      4.1265e-01      9.4531e-02      3.9009e-02      7.1960e-03    4.849e-02     3.057e+01       1.75e+00    2.20e-01    4812838 
    700.065     699.891         0.900      6.739      4.1265e-01      9.6911e-02      3.9991e-02      7.3751e-03    4.970e-02     2.983e+01       1.79e+00    2.26e-01    5119001 
    700.065     699.891         1.000      6.739      4.1265e-01      9.8258e-02      4.0547e-02      7.4744e-03    5.037e-02     2.943e+01       1.82e+00    2.29e-01    5378873 
    700.065     699.891         1.500      6.739      4.1265e-01      9.6057e-02      3.9638e-02      7.2886e-03    4.912e-02     3.018e+01       1.77e+00    2.23e-01    6190557 
    700.065     699.891         2.000      6.739      4.1265e-01      8.9029e-02      3.6738e-02      6.7314e-03    4.536e-02     3.268e+01       1.64e+00    2.06e-01    6598179 
    700.065     699.891         2.500      6.739      4.1265e-01      8.1733e-02      3.3727e-02      6.1590e-03    4.150e-02     3.572e+01       1.50e+00    1.89e-01    6829310 
    700.065     699.891         3.000      6.739      4.1265e-01      7.5019e-02      3.0957e-02      5.6316e-03    3.795e-02     3.907e+01       1.37e+00    1.73e-01    6969711 
    700.065     699.891         4.000      6.739      4.1265e-01      6.3818e-02      2.6335e-02      4.7588e-03    3.207e-02     4.623e+01       1.16e+00    1.46e-01    7120378 
    700.065     699.891         5.000      6.739      4.1265e-01      5.5392e-02      2.2858e-02      4.1093e-03    2.769e-02     5.354e+01       1.00e+00    1.26e-01    7187879 
    700.065     699.891         6.000      6.739      4.1265e-01      4.8708e-02      2.0100e-02      3.5966e-03    2.424e-02     6.117e+01       8.75e-01    1.10e-01    7224394 
    700.065     699.891         7.000      6.739      4.1265e-01      4.3550e-02      1.7971e-02      3.2023e-03    2.158e-02     6.870e+01       7.79e-01    9.81e-02    7245618 
    700.065     699.891         8.000      6.739      4.1265e-01      3.9321e-02      1.6226e-02      2.8823e-03    1.942e-02     7.633e+01       7.01e-01    8.83e-02    7257271 
    700.065     699.891         9.000      6.739      4.1265e-01      3.5871e-02      1.4802e-02      2.6219e-03    1.767e-02     8.391e+01       6.38e-01    8.03e-02    7263003 
    700.065     699.891         10.000     6.739      4.1265e-01      3.2924e-02      1.3586e-02      2.4002e-03    1.617e-02     9.166e+01       5.84e-01    7.35e-02    7264832 
 
