#  Mass(GeV)    Width(GeV)   c000   c100   c200   c300
1500.0  7e-17  0.00579561  0.00579561  0.00579561  0.00579531
1500.0  1e-16  0.00184583  0.00184583  0.00184583  0.00184576
1500.0  1e-15  3.05932e-14  3.05932e-14  3.05932e-14  3.05932e-14
1500.0  1e-14  9.72981e-96  9.72981e-96  9.72981e-96  9.72981e-96
1500.0  1e-12  0  0  0  0
1500.0  1e-10  0  0  0  0
2200.0  1e-22  0.00847384  0.00847384  0.00847384  0.00847384
2200.0  1e-20  0.00846977  0.00846977  0.00846977  0.00846977
2200.0  1e-19  0.00843284  0.00843284  0.00843284  0.00843284
2200.0  2e-19  0.008392  0.008392  0.008392  0.008392
2200.0  5e-19  0.0082707  0.0082707  0.0082707  0.0082707
2200.0  7e-19  0.00819084  0.00819084  0.00819084  0.00819084
2200.0  1e-18  0.00807254  0.00807254  0.00807254  0.00807254
2200.0  2e-18  0.00769083  0.00769083  0.00769083  0.00769083
2200.0  5e-18  0.00665375  0.00665375  0.00665375  0.00665375
2200.0  7e-18  0.00604362  0.00604362  0.00604362  0.00604362
2200.0  1e-17  0.00523469  0.00523469  0.00523469  0.00523469
2200.0  2e-17  0.00325787  0.00325787  0.00325787  0.00325787
2200.0  5e-17  0.000817059  0.000817059  0.000817059  0.000817059
2200.0  7e-17  0.000334478  0.000334478  0.000334478  0.000334478
2200.0  1e-16  9.09369e-05  9.09369e-05  9.09369e-05  9.09369e-05
2200.0  1e-15  1.2705e-18  1.2705e-18  1.2705e-18  1.2705e-18
2200.0  1e-14  1.95336e-144  1.95336e-144  1.95336e-144  1.95336e-144
2200.0  1e-12  0  0  0  0
2200.0  1e-10  0  0  0  0
750.0  1e-22  0.423538  0.423538  0.423436  0.42299
750.0  1e-20  0.423364  0.423364  0.423263  0.422817
750.0  1e-19  0.421789  0.421789  0.421688  0.421244
750.0  2e-19  0.420046  0.420046  0.419946  0.419504
750.0  5e-19  0.414864  0.414863  0.414765  0.414328
750.0  7e-19  0.411447  0.411447  0.411349  0.410917
750.0  1e-18  0.406378  0.406378  0.406282  0.405855
750.0  2e-18  0.389961  0.389961  0.38987  0.389461
750.0  5e-18  0.34484  0.344839  0.344762  0.344404
750.0  7e-18  0.317892  0.317892  0.317822  0.317494
750.0  1e-17  0.281619  0.281619  0.28156  0.281271
750.0  2e-17  0.189451  0.189451  0.189417  0.189228
750.0  5e-17  0.0612742  0.0612742  0.0612668  0.0612103
750.0  7e-17  0.0301123  0.0301123  0.0301096  0.0300832
750.0  1e-16  0.0109026  0.0109026  0.010902  0.0108931
750.0  1e-15  4.88208e-12  4.88208e-12  4.88208e-12  4.88189e-12
750.0  1e-14  3.49194e-68  3.49194e-68  3.49194e-68  3.49194e-68
750.0  1e-12  0  0  0  0
750.0  1e-10  0  0  0  0
600.0  1e-22  0.467951  0.46795  0.467651  0.466476
600.0  1e-20  0.467766  0.467764  0.467466  0.466291
600.0  1e-19  0.466085  0.466084  0.465786  0.464616
600.0  2e-19  0.464225  0.464224  0.463928  0.462762
600.0  5e-19  0.458692  0.458691  0.458399  0.457248
600.0  7e-19  0.455043  0.455042  0.454753  0.453611
600.0  1e-18  0.449628  0.449626  0.449341  0.448213
600.0  2e-18  0.432068  0.432067  0.431795  0.430711
600.0  5e-18  0.383652  0.383651  0.383415  0.382453
600.0  7e-18  0.354618  0.354618  0.354402  0.353514
600.0  1e-17  0.315385  0.315384  0.315197  0.314408
600.0  2e-17  0.21476  0.214759  0.214641  0.214107
600.0  5e-17  0.0715307  0.0715306  0.0714991  0.0713251
600.0  7e-17  0.0356835  0.0356835  0.0356699  0.0355847
600.0  1e-16  0.013154  0.013154  0.0131499  0.0131195
600.0  1e-15  1.38645e-11  1.38645e-11  1.38645e-11  1.3862e-11
600.0  1e-14  4.80421e-61  4.80421e-61  4.80421e-61  4.80421e-61
600.0  1e-12  0  0  0  0
600.0  1e-10  0  0  0  0
1100.0  1e-22  0.321561  0.321561  0.32155  0.321389
1100.0  1e-20  0.321414  0.321414  0.321404  0.321242
1100.0  1e-19  0.320083  0.320083  0.320072  0.319912
1100.0  2e-19  0.318611  0.318611  0.3186  0.31844
1100.0  5e-19  0.314237  0.314237  0.314227  0.31407
1100.0  7e-19  0.311357  0.311357  0.311347  0.311191
1100.0  1e-18  0.30709  0.30709  0.30708  0.306927
1100.0  2e-18  0.293312  0.293312  0.293303  0.293157
1100.0  5e-18  0.255802  0.255802  0.255794  0.255668
1100.0  7e-18  0.233668  0.233668  0.233662  0.233547
1100.0  1e-17  0.204224  0.204224  0.204218  0.204119
1100.0  2e-17  0.131525  0.131525  0.131523  0.131461
1100.0  5e-17  0.0378557  0.0378557  0.0378553  0.0378401
1100.0  7e-17  0.0174018  0.0174018  0.0174017  0.0173955
1100.0  1e-16  0.00577771  0.00577771  0.0057777  0.005776
1100.0  1e-15  5.92784e-13  5.92784e-13  5.92784e-13  5.92784e-13
1100.0  1e-14  1.68762e-80  1.68762e-80  1.68762e-80  1.68762e-80
1100.0  1e-12  0  0  0  0
1100.0  1e-10  0  0  0  0
550.0  1e-22  0.435526  0.435523  0.435151  0.433885
550.0  1e-20  0.435358  0.435355  0.434983  0.433718
550.0  1e-19  0.433832  0.433829  0.433458  0.432198
550.0  2e-19  0.432143  0.43214  0.431771  0.430516
550.0  5e-19  0.427118  0.427115  0.426751  0.425511
550.0  7e-19  0.423803  0.4238  0.423439  0.422209
550.0  1e-18  0.418881  0.418879  0.418522  0.417307
550.0  2e-18  0.402913  0.40291  0.40257  0.401402
550.0  5e-18  0.358788  0.358786  0.358489  0.357452
550.0  7e-18  0.332258  0.332256  0.331984  0.331026
550.0  1e-17  0.296313  0.296312  0.296073  0.295222
550.0  2e-17  0.203549  0.203548  0.203394  0.202816
550.0  5e-17  0.0693902  0.0693901  0.0693466  0.0691558
550.0  7e-17  0.0350918  0.0350917  0.0350723  0.034978
550.0  1e-16  0.0131791  0.0131791  0.0131731  0.0131388
550.0  1e-15  1.54588e-11  1.54588e-11  1.54588e-11  1.54409e-11
550.0  1e-14  1.09988e-58  1.09988e-58  1.09988e-58  1.09988e-58
550.0  1e-12  0  0  0  0
550.0  1e-10  0  0  0  0
350.0  1e-22  0.372022  0.371935  0.37052  0
350.0  1e-20  0.371886  0.371799  0.370385  0
350.0  1e-19  0.370656  0.37057  0.369161  0
350.0  2e-19  0.369295  0.369209  0.367805  0
350.0  5e-19  0.365243  0.365158  0.36377  0
350.0  7e-19  0.362568  0.362484  0.361107  0
350.0  1e-18  0.358594  0.358511  0.35715  0
350.0  2e-18  0.34568  0.345602  0.344291  0
350.0  5e-18  0.309826  0.309759  0.308589  0
350.0  7e-18  0.288137  0.288077  0.286993  0
350.0  1e-17  0.25858  0.258529  0.25756  0
350.0  2e-17  0.181207  0.181176  0.180507  0
350.0  5e-17  0.0650532  0.0650464  0.0648172  0
350.0  7e-17  0.0338508  0.0338483  0.0337329  0
350.0  1e-16  0.013175  0.0131744  0.0131318  0
350.0  1e-15  6.37663e-11  6.37663e-11  6.37643e-11  0
350.0  1e-14  1.07062e-57  1.07062e-57  1.07062e-57  0
350.0  1e-12  0  0  0  0
350.0  1e-10  0  0  0  0
1150.0  1e-22  0.292011  0.292011  0.292006  0.291899
1150.0  1e-20  0.291879  0.291879  0.291873  0.291767
1150.0  1e-19  0.290677  0.290677  0.290672  0.290566
1150.0  2e-19  0.289348  0.289348  0.289343  0.289237
1150.0  5e-19  0.2854  0.2854  0.285395  0.285291
1150.0  7e-19  0.2828  0.2828  0.282795  0.282691
1150.0  1e-18  0.278946  0.278946  0.278942  0.27884
1150.0  2e-18  0.266502  0.266502  0.266497  0.2664
1150.0  5e-18  0.232589  0.232589  0.232585  0.232502
1150.0  7e-18  0.212555  0.212555  0.212551  0.212476
1150.0  1e-17  0.185873  0.185873  0.185871  0.185805
1150.0  2e-17  0.11983  0.11983  0.119828  0.119788
1150.0  5e-17  0.0343149  0.0343149  0.0343147  0.0343048
1150.0  7e-17  0.0156198  0.0156198  0.0156197  0.0156156
1150.0  1e-16  0.00507171  0.00507171  0.0050717  0.00507058
1150.0  1e-15  3.10796e-13  3.10796e-13  3.10796e-13  3.10796e-13
1150.0  1e-14  4.03953e-85  4.03953e-85  4.03953e-85  4.03953e-85
1150.0  1e-12  0  0  0  0
1150.0  1e-10  0  0  0  0
100.0  1e-22  0.118901  0  0  0
100.0  1e-20  0.118863  0  0  0
100.0  1e-19  0.118524  0  0  0
100.0  2e-19  0.118148  0  0  0
100.0  5e-19  0.117026  0  0  0
100.0  7e-19  0.116285  0  0  0
100.0  1e-18  0.115183  0  0  0
100.0  2e-18  0.111586  0  0  0
100.0  5e-18  0.101486  0  0  0
100.0  7e-18  0.09529  0  0  0
100.0  1e-17  0.0867294  0  0  0
100.0  2e-17  0.0635709  0  0  0
100.0  5e-17  0.0257372  0  0  0
100.0  7e-17  0.014392  0  0  0
100.0  1e-16  0.00619722  0  0  0
100.0  1e-15  8.88996e-11  0  0  0
100.0  1e-14  1.46152e-57  0  0  0
100.0  1e-12  0  0  0  0
100.0  1e-10  0  0  0  0
900.0  1e-22  0.403222  0.403222  0.403177  0.40285
900.0  1e-20  0.403046  0.403046  0.403001  0.402674
900.0  1e-19  0.401451  0.401451  0.401406  0.401081
900.0  2e-19  0.399687  0.399687  0.399642  0.399318
900.0  5e-19  0.394444  0.394444  0.3944  0.39408
900.0  7e-19  0.390989  0.390989  0.390946  0.39063
900.0  1e-18  0.385869  0.385868  0.385826  0.385514
900.0  2e-18  0.369313  0.369313  0.369273  0.368975
900.0  5e-18  0.324062  0.324062  0.324028  0.32377
900.0  7e-18  0.297226  0.297225  0.297195  0.29696
900.0  1e-17  0.261346  0.261346  0.26132  0.261116
900.0  2e-17  0.171656  0.171656  0.171641  0.171512
900.0  5e-17  0.0521119  0.0521118  0.0521091  0.0520747
900.0  7e-17  0.02469  0.02469  0.024689  0.0246741
900.0  1e-16  0.00851314  0.00851314  0.00851293  0.00850843
900.0  1e-15  2.17799e-12  2.17799e-12  2.17799e-12  2.17797e-12
900.0  1e-14  1.87865e-69  1.87865e-69  1.87865e-69  1.87865e-69
900.0  1e-12  0  0  0  0
900.0  1e-10  0  0  0  0
450.0  1e-22  0.40341  0.403395  0.402758  0
450.0  1e-20  0.403258  0.403244  0.402606  0
450.0  1e-19  0.401882  0.401868  0.401233  0
450.0  2e-19  0.400359  0.400345  0.399712  0
450.0  5e-19  0.395828  0.395813  0.395189  0
450.0  7e-19  0.392837  0.392823  0.392203  0
450.0  1e-18  0.388397  0.388383  0.387771  0
450.0  2e-18  0.37398  0.373967  0.37338  0
450.0  5e-18  0.334072  0.334061  0.333542  0
450.0  7e-18  0.310021  0.310011  0.309532  0
450.0  1e-17  0.277358  0.27735  0.276925  0
450.0  2e-17  0.192553  0.192548  0.192263  0
450.0  5e-17  0.0676978  0.067697  0.0676058  0
450.0  7e-17  0.0348923  0.0348921  0.0348479  0
450.0  1e-16  0.0134422  0.0134421  0.0134266  0
450.0  1e-15  2.10574e-11  2.10574e-11  2.10568e-11  0
450.0  1e-14  1.86143e-60  1.86143e-60  1.86143e-60  0
450.0  1e-12  0  0  0  0
450.0  1e-10  0  0  0  0
50.0  1e-22  6.41439e-07  0  0  0
50.0  1e-20  6.41421e-07  0  0  0
50.0  1e-19  6.41252e-07  0  0  0
50.0  2e-19  6.41065e-07  0  0  0
50.0  5e-19  6.40505e-07  0  0  0
50.0  7e-19  6.40132e-07  0  0  0
50.0  1e-18  6.39572e-07  0  0  0
50.0  2e-18  6.3771e-07  0  0  0
50.0  5e-18  6.32156e-07  0  0  0
50.0  7e-18  6.2848e-07  0  0  0
50.0  1e-17  6.23007e-07  0  0  0
50.0  2e-17  6.05104e-07  0  0  0
50.0  5e-17  5.54423e-07  0  0  0
50.0  7e-17  5.23016e-07  0  0  0
50.0  1e-16  4.7921e-07  0  0  0
50.0  1e-15  3.47426e-08  0  0  0
50.0  1e-14  1.39386e-19  0  0  0
50.0  1e-12  0  0  0  0
50.0  1e-10  0  0  0  0
150.0  1e-22  0.200862  0  0  0
150.0  1e-20  0.200791  0  0  0
150.0  1e-19  0.200152  0  0  0
150.0  2e-19  0.199445  0  0  0
150.0  5e-19  0.197338  0  0  0
150.0  7e-19  0.195947  0  0  0
150.0  1e-18  0.19388  0  0  0
150.0  2e-18  0.187156  0  0  0
150.0  5e-18  0.168438  0  0  0
150.0  7e-18  0.157077  0  0  0
150.0  1e-17  0.141541  0  0  0
150.0  2e-17  0.100527  0  0  0
150.0  5e-17  0.0374778  0  0  0
150.0  7e-17  0.0199498  0  0  0
150.0  1e-16  0.00800133  0  0  0
150.0  1e-15  5.97736e-10  0  0  0
150.0  1e-14  6.26597e-40  0  0  0
150.0  1e-12  0  0  0  0
150.0  1e-10  0  0  0  0
1300.0  1e-22  0.225899  0.225899  0.225899  0.225792
1300.0  1e-20  0.22579  0.22579  0.22579  0.225683
1300.0  1e-19  0.224799  0.224799  0.224799  0.224692
1300.0  2e-19  0.223703  0.223703  0.223703  0.223597
1300.0  5e-19  0.22045  0.22045  0.22045  0.220347
1300.0  7e-19  0.21831  0.21831  0.21831  0.218208
1300.0  1e-18  0.215141  0.215141  0.215141  0.215041
1300.0  2e-18  0.204932  0.204932  0.204932  0.204838
1300.0  5e-18  0.177308  0.177308  0.177308  0.177231
1300.0  7e-18  0.161134  0.161134  0.161134  0.161066
1300.0  1e-17  0.139778  0.139778  0.139778  0.139721
1300.0  2e-17  0.0879591  0.0879591  0.0879591  0.0879293
1300.0  5e-17  0.0239331  0.0239331  0.0239331  0.0239286
1300.0  7e-17  0.0106713  0.0106713  0.0106713  0.0106699
1300.0  1e-16  0.00339789  0.00339789  0.00339789  0.00339766
1300.0  1e-15  8.75992e-14  8.75992e-14  8.75992e-14  8.75992e-14
1300.0  1e-14  8.49083e-91  8.49083e-91  8.49083e-91  8.49083e-91
1300.0  1e-12  0  0  0  0
1300.0  1e-10  0  0  0  0
1200.0  1e-22  0.273223  0.273223  0.273217  0.273129
1200.0  1e-20  0.273096  0.273096  0.273091  0.273003
1200.0  1e-19  0.271952  0.271952  0.271947  0.271859
1200.0  2e-19  0.270687  0.270687  0.270682  0.270594
1200.0  5e-19  0.266928  0.266928  0.266923  0.266837
1200.0  7e-19  0.264453  0.264453  0.264448  0.264363
1200.0  1e-18  0.260787  0.260787  0.260782  0.260699
1200.0  2e-18  0.248954  0.248954  0.248949  0.24887
1200.0  5e-18  0.216771  0.216771  0.216767  0.2167
1200.0  7e-18  0.197805  0.197805  0.197802  0.197741
1200.0  1e-17  0.172607  0.172607  0.172605  0.172553
1200.0  2e-17  0.110584  0.110584  0.110583  0.110552
1200.0  5e-17  0.0313219  0.0313219  0.0313217  0.031315
1200.0  7e-17  0.0142379  0.0142379  0.0142378  0.0142353
1200.0  1e-16  0.0046457  0.0046457  0.00464569  0.00464506
1200.0  1e-15  2.78522e-13  2.78522e-13  2.78522e-13  2.78522e-13
1200.0  1e-14  1.03562e-84  1.03562e-84  1.03562e-84  1.03562e-84
1200.0  1e-12  0  0  0  0
1200.0  1e-10  0  0  0  0
500.0  1e-22  0.430729  0.43072  0.430218  0.428364
500.0  1e-20  0.430565  0.430557  0.430055  0.428202
500.0  1e-19  0.429083  0.429074  0.428574  0.426728
500.0  2e-19  0.427442  0.427434  0.426936  0.425097
500.0  5e-19  0.422561  0.422552  0.422061  0.420244
500.0  7e-19  0.41934  0.419331  0.418844  0.417041
500.0  1e-18  0.414557  0.414549  0.414068  0.412286
500.0  2e-18  0.399032  0.399025  0.398564  0.396851
500.0  5e-18  0.356077  0.356071  0.355666  0.354143
500.0  7e-18  0.330205  0.3302  0.329828  0.32842
500.0  1e-17  0.295094  0.295089  0.294762  0.293508
500.0  2e-17  0.20409  0.204088  0.203873  0.203017
500.0  5e-17  0.0708772  0.0708768  0.0708121  0.0705272
500.0  7e-17  0.0362212  0.0362211  0.0361909  0.0360495
500.0  1e-16  0.0137781  0.013778  0.0137679  0.0137164
500.0  1e-15  1.76392e-11  1.76392e-11  1.76391e-11  1.76262e-11
500.0  1e-14  1.68434e-61  1.68434e-61  1.68434e-61  1.68434e-61
500.0  1e-12  0  0  0  0
500.0  1e-10  0  0  0  0
2800.0  1e-22  0.00354138  0.00354138  0.00354138  0.00354138
2800.0  1e-20  0.00353909  0.00353909  0.00353909  0.00353909
2800.0  1e-19  0.00351835  0.00351835  0.00351835  0.00351835
2800.0  2e-19  0.00349545  0.00349545  0.00349545  0.00349545
2800.0  5e-19  0.00342765  0.00342765  0.00342765  0.00342765
2800.0  7e-19  0.00338321  0.00338321  0.00338321  0.00338321
2800.0  1e-18  0.00331764  0.00331764  0.00331764  0.00331764
2800.0  2e-18  0.00310831  0.00310831  0.00310831  0.00310831
2800.0  5e-18  0.00255772  0.00255772  0.00255772  0.00255772
2800.0  7e-18  0.00224703  0.00224703  0.00224703  0.00224703
2800.0  1e-17  0.00185159  0.00185159  0.00185159  0.00185159
2800.0  2e-17  0.00097702  0.00097702  0.00097702  0.00097702
2800.0  5e-17  0.000151215  0.000151215  0.000151215  0.000151215
2800.0  7e-17  4.53532e-05  4.53532e-05  4.53532e-05  4.53532e-05
2800.0  1e-16  7.83897e-06  7.83897e-06  7.83897e-06  7.83897e-06
2800.0  1e-15  4.73635e-25  4.73635e-25  4.73635e-25  4.73635e-25
2800.0  1e-14  3.38912e-202  3.38912e-202  3.38912e-202  3.38912e-202
2800.0  1e-12  0  0  0  0
2800.0  1e-10  0  0  0  0
