#  Mass(GeV)   Width(GeV)   c000(Andre)   c100(Andre)   c200(Andre)   c300(Andre)   c000(Suchi)   c100(Suchi)   c200(Suchi)   c300(Suchi)
1.000000e+03  1.000000e-20  4.638151e-01  4.638151e-01  4.638151e-01  4.636152e-01  4.275442e-01  4.275442e-01  4.275047e-01  4.273325e-01
1.000000e+03  1.000000e-19  4.621536e-01  4.621536e-01  4.621536e-01  4.619544e-01  4.256102e-01  4.256102e-01  4.255710e-01  4.253994e-01
1.000000e+03  2.000000e-19  4.603137e-01  4.603137e-01  4.603137e-01  4.601153e-01  4.234738e-01  4.234738e-01  4.234349e-01  4.232639e-01
1.000000e+03  5.000000e-19  4.548319e-01  4.548319e-01  4.548319e-01  4.546359e-01  4.171425e-01  4.171425e-01  4.171044e-01  4.169354e-01
1.000000e+03  7.000000e-19  4.512091e-01  4.512091e-01  4.512091e-01  4.510147e-01  4.129855e-01  4.129855e-01  4.129479e-01  4.127802e-01
1.000000e+03  1.000000e-18  4.458223e-01  4.458223e-01  4.458223e-01  4.456302e-01  4.068436e-01  4.068436e-01  4.068068e-01  4.066410e-01
1.000000e+03  2.000000e-18  4.282738e-01  4.282738e-01  4.282738e-01  4.280892e-01  3.871496e-01  3.871496e-01  3.871154e-01  3.869561e-01
1.000000e+03  5.000000e-18  3.792917e-01  3.792917e-01  3.792917e-01  3.791282e-01  3.345045e-01  3.345045e-01  3.344769e-01  3.343360e-01
1.000000e+03  7.000000e-18  3.495591e-01  3.495591e-01  3.495591e-01  3.494084e-01  3.040269e-01  3.040269e-01  3.040030e-01  3.038734e-01
1.000000e+03  1.000000e-17  3.090501e-01  3.090501e-01  3.090501e-01  3.089169e-01  2.640500e-01  2.640500e-01  2.640307e-01  2.639168e-01
1.000000e+03  2.000000e-17  2.043865e-01  2.043865e-01  2.043865e-01  2.042984e-01  1.674730e-01  1.674730e-01  1.674636e-01  1.673912e-01
1.000000e+03  5.000000e-17  6.023045e-02  6.023045e-02  6.023045e-02  6.020449e-02  4.629512e-02  4.629512e-02  4.629396e-02  4.627654e-02
1.000000e+03  7.000000e-17  2.762712e-02  2.762712e-02  2.762712e-02  2.761521e-02  2.065068e-02  2.065068e-02  2.065037e-02  2.064358e-02
1.000000e+03  1.000000e-16  9.080368e-03  9.080368e-03  9.080368e-03  9.076455e-03  6.556849e-03  6.556849e-03  6.556802e-03  6.555074e-03
1.000000e+03  1.000000e-15  9.810486e-13  9.810486e-13  9.810486e-13  9.806257e-13  3.892630e-13  3.892630e-13  3.892630e-13  3.892629e-13
1.000000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.000000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.000000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.100000e+03  1.000000e-22  4.145982e-01  4.145982e-01  4.145982e-01  4.143982e-01  4.277576e-01  4.277576e-01  4.277181e-01  4.275458e-01
1.100000e+03  1.000000e-20  4.144211e-01  4.144211e-01  4.144211e-01  4.142212e-01  4.275442e-01  4.275442e-01  4.275047e-01  4.273325e-01
1.100000e+03  1.000000e-19  4.128148e-01  4.128148e-01  4.128148e-01  4.126157e-01  4.256102e-01  4.256102e-01  4.255710e-01  4.253994e-01
1.100000e+03  2.000000e-19  4.110370e-01  4.110370e-01  4.110370e-01  4.108388e-01  4.234738e-01  4.234738e-01  4.234349e-01  4.232639e-01
1.100000e+03  5.000000e-19  4.057474e-01  4.057474e-01  4.057474e-01  4.055516e-01  4.171425e-01  4.171425e-01  4.171044e-01  4.169354e-01
1.100000e+03  7.000000e-19  4.022572e-01  4.022572e-01  4.022572e-01  4.020632e-01  4.129855e-01  4.129855e-01  4.129479e-01  4.127802e-01
1.100000e+03  1.000000e-18  3.970760e-01  3.970760e-01  3.970760e-01  3.968844e-01  4.068436e-01  4.068436e-01  4.068068e-01  4.066410e-01
1.100000e+03  2.000000e-18  3.802651e-01  3.802651e-01  3.802651e-01  3.800817e-01  3.871496e-01  3.871496e-01  3.871154e-01  3.869561e-01
1.100000e+03  5.000000e-18  3.338726e-01  3.338726e-01  3.338726e-01  3.337115e-01  3.345045e-01  3.345045e-01  3.344769e-01  3.343360e-01
1.100000e+03  7.000000e-18  3.060770e-01  3.060770e-01  3.060770e-01  3.059294e-01  3.040269e-01  3.040269e-01  3.040030e-01  3.038734e-01
1.100000e+03  1.000000e-17  2.686317e-01  2.686317e-01  2.686317e-01  2.685021e-01  2.640500e-01  2.640500e-01  2.640307e-01  2.639168e-01
1.100000e+03  2.000000e-17  1.740651e-01  1.740651e-01  1.740651e-01  1.739812e-01  1.674730e-01  1.674730e-01  1.674636e-01  1.673912e-01
1.100000e+03  5.000000e-17  4.920319e-02  4.920319e-02  4.920319e-02  4.917946e-02  4.629512e-02  4.629512e-02  4.629396e-02  4.627654e-02
1.100000e+03  7.000000e-17  2.212111e-02  2.212111e-02  2.212111e-02  2.211044e-02  2.065068e-02  2.065068e-02  2.065037e-02  2.064358e-02
1.100000e+03  1.000000e-16  7.094018e-03  7.094018e-03  7.094018e-03  7.090596e-03  6.556849e-03  6.556849e-03  6.556802e-03  6.555074e-03
1.100000e+03  1.000000e-15  4.946398e-13  4.946398e-13  4.946398e-13  4.944012e-13  3.892630e-13  3.892630e-13  3.892630e-13  3.892629e-13
1.100000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.100000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.100000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.200000e+03  1.000000e-22  3.703983e-01  3.703983e-01  3.703983e-01  3.701983e-01  3.883642e-01  3.883642e-01  3.883549e-01  3.882346e-01
1.200000e+03  1.000000e-20  3.702300e-01  3.702300e-01  3.702300e-01  3.700300e-01  3.881615e-01  3.881615e-01  3.881522e-01  3.880320e-01
1.200000e+03  1.000000e-19  3.687032e-01  3.687032e-01  3.687032e-01  3.685041e-01  3.863246e-01  3.863246e-01  3.863154e-01  3.861957e-01
1.200000e+03  2.000000e-19  3.670142e-01  3.670142e-01  3.670142e-01  3.668160e-01  3.842962e-01  3.842962e-01  3.842871e-01  3.841678e-01
1.200000e+03  5.000000e-19  3.619947e-01  3.619947e-01  3.619947e-01  3.617992e-01  3.782888e-01  3.782888e-01  3.782799e-01  3.781622e-01
1.200000e+03  7.000000e-19  3.586873e-01  3.586873e-01  3.586873e-01  3.584936e-01  3.743477e-01  3.743477e-01  3.743388e-01  3.742221e-01
1.200000e+03  1.000000e-18  3.537838e-01  3.537838e-01  3.537838e-01  3.535928e-01  3.685293e-01  3.685293e-01  3.685206e-01  3.684055e-01
1.200000e+03  2.000000e-18  3.379280e-01  3.379280e-01  3.379280e-01  3.377455e-01  3.499104e-01  3.499104e-01  3.499022e-01  3.497920e-01
1.200000e+03  5.000000e-18  2.945834e-01  2.945834e-01  2.945834e-01  2.944243e-01  3.004229e-01  3.004229e-01  3.004161e-01  3.003199e-01
1.200000e+03  7.000000e-18  2.688933e-01  2.688933e-01  2.688933e-01  2.687481e-01  2.719688e-01  2.719688e-01  2.719628e-01  2.718750e-01
1.200000e+03  1.000000e-17  2.346027e-01  2.346027e-01  2.346027e-01  2.344761e-01  2.348785e-01  2.348785e-01  2.348735e-01  2.347973e-01
1.200000e+03  2.000000e-17  1.495720e-01  1.495720e-01  1.495720e-01  1.494913e-01  1.465336e-01  1.465336e-01  1.465311e-01  1.464844e-01
1.200000e+03  5.000000e-17  4.090590e-02  4.090590e-02  4.090590e-02  4.088382e-02  3.923561e-02  3.923561e-02  3.923531e-02  3.922530e-02
1.200000e+03  7.000000e-17  1.808102e-02  1.808102e-02  1.808102e-02  1.807126e-02  1.732496e-02  1.732496e-02  1.732488e-02  1.732126e-02
1.200000e+03  1.000000e-16  5.667676e-03  5.667676e-03  5.667676e-03  5.664615e-03  5.471499e-03  5.471499e-03  5.471489e-03  5.470660e-03
1.200000e+03  1.000000e-15  1.877225e-13  1.877225e-13  1.877225e-13  1.876211e-13  2.938312e-13  2.938312e-13  2.938312e-13  2.938311e-13
1.200000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.200000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.200000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.300000e+03  1.000000e-22  3.176984e-01  3.176984e-01  3.176984e-01  3.175985e-01  3.257000e-01  3.257000e-01  3.257000e-01  3.255610e-01
1.300000e+03  1.000000e-20  3.175440e-01  3.175440e-01  3.175440e-01  3.174440e-01  3.255123e-01  3.255123e-01  3.255123e-01  3.253734e-01
1.300000e+03  1.000000e-19  3.161432e-01  3.161432e-01  3.161432e-01  3.160437e-01  3.238121e-01  3.238121e-01  3.238121e-01  3.236739e-01
1.300000e+03  2.000000e-19  3.145946e-01  3.145946e-01  3.145946e-01  3.144956e-01  3.219360e-01  3.219360e-01  3.219360e-01  3.217986e-01
1.300000e+03  5.000000e-19  3.099976e-01  3.099976e-01  3.099976e-01  3.099000e-01  3.163889e-01  3.163889e-01  3.163889e-01  3.162538e-01
1.300000e+03  7.000000e-19  3.069730e-01  3.069730e-01  3.069730e-01  3.068764e-01  3.127572e-01  3.127572e-01  3.127572e-01  3.126236e-01
1.300000e+03  1.000000e-18  3.024955e-01  3.024955e-01  3.024955e-01  3.024004e-01  3.074066e-01  3.074066e-01  3.074066e-01  3.072752e-01
1.300000e+03  2.000000e-18  2.880700e-01  2.880700e-01  2.880700e-01  2.879793e-01  2.903735e-01  2.903735e-01  2.903735e-01  2.902493e-01
1.300000e+03  5.000000e-18  2.490442e-01  2.490442e-01  2.490442e-01  2.489658e-01  2.457916e-01  2.457916e-01  2.457916e-01  2.456869e-01
1.300000e+03  7.000000e-18  2.261927e-01  2.261927e-01  2.261927e-01  2.261215e-01  2.206355e-01  2.206355e-01  2.206355e-01  2.205422e-01
1.300000e+03  1.000000e-17  1.960102e-01  1.960102e-01  1.960102e-01  1.959485e-01  1.883925e-01  1.883925e-01  1.883925e-01  1.883141e-01
1.300000e+03  2.000000e-17  1.227349e-01  1.227349e-01  1.227349e-01  1.226963e-01  1.141930e-01  1.141930e-01  1.141930e-01  1.141498e-01
1.300000e+03  5.000000e-17  3.253810e-02  3.253810e-02  3.253810e-02  3.252786e-02  2.918254e-02  2.918254e-02  2.918254e-02  2.917563e-02
1.300000e+03  7.000000e-17  1.420509e-02  1.420509e-02  1.420509e-02  1.420062e-02  1.261181e-02  1.261181e-02  1.261181e-02  1.260975e-02
1.300000e+03  1.000000e-16  4.388615e-03  4.388615e-03  4.388615e-03  4.387234e-03  3.858787e-03  3.858787e-03  3.858787e-03  3.858431e-03
1.300000e+03  1.000000e-15  1.084029e-13  1.084029e-13  1.084029e-13  1.083688e-13  1.085570e-13  1.085570e-13  1.085570e-13  1.085570e-13
1.300000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.300000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.300000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.400000e+03  1.000000e-22  2.283988e-01  2.283988e-01  2.283988e-01  2.282988e-01  2.172473e-01  2.172473e-01  2.172473e-01  2.171596e-01
1.400000e+03  1.000000e-20  2.282812e-01  2.282812e-01  2.282812e-01  2.281813e-01  2.171034e-01  2.171034e-01  2.171034e-01  2.170158e-01
1.400000e+03  1.000000e-19  2.272155e-01  2.272155e-01  2.272155e-01  2.271160e-01  2.158014e-01  2.158014e-01  2.158014e-01  2.157144e-01
1.400000e+03  2.000000e-19  2.260380e-01  2.260380e-01  2.260380e-01  2.259390e-01  2.143666e-01  2.143666e-01  2.143666e-01  2.142803e-01
1.400000e+03  5.000000e-19  2.225468e-01  2.225468e-01  2.225468e-01  2.224493e-01  2.101367e-01  2.101367e-01  2.101367e-01  2.100524e-01
1.400000e+03  7.000000e-19  2.202533e-01  2.202533e-01  2.202533e-01  2.201568e-01  2.073773e-01  2.073773e-01  2.073773e-01  2.072943e-01
1.400000e+03  1.000000e-18  2.168631e-01  2.168631e-01  2.168631e-01  2.167681e-01  2.033263e-01  2.033263e-01  2.033263e-01  2.032452e-01
1.400000e+03  2.000000e-18  2.059815e-01  2.059815e-01  2.059815e-01  2.058913e-01  1.905468e-01  1.905468e-01  1.905468e-01  1.904717e-01
1.400000e+03  5.000000e-18  1.768545e-01  1.768545e-01  1.768545e-01  1.767770e-01  1.579562e-01  1.579562e-01  1.579562e-01  1.578963e-01
1.400000e+03  7.000000e-18  1.600065e-01  1.600065e-01  1.600065e-01  1.599364e-01  1.401286e-01  1.401286e-01  1.401286e-01  1.400768e-01
1.400000e+03  1.000000e-17  1.379819e-01  1.379819e-01  1.379819e-01  1.379215e-01  1.178814e-01  1.178814e-01  1.178814e-01  1.178395e-01
1.400000e+03  2.000000e-17  8.552726e-02  8.552726e-02  8.552726e-02  8.548982e-02  6.921790e-02  6.921790e-02  6.921790e-02  6.919683e-02
1.400000e+03  5.000000e-17  2.254878e-02  2.254878e-02  2.254878e-02  2.253891e-02  1.723305e-02  1.723305e-02  1.723305e-02  1.723002e-02
1.400000e+03  7.000000e-17  9.850159e-03  9.850159e-03  9.850159e-03  9.845846e-03  7.418663e-03  7.418663e-03  7.418663e-03  7.417787e-03
1.400000e+03  1.000000e-16  3.038001e-03  3.038001e-03  3.038001e-03  3.036671e-03  2.257752e-03  2.257752e-03  2.257752e-03  2.257605e-03
1.400000e+03  1.000000e-15  5.026401e-14  5.026401e-14  5.026401e-14  5.024200e-14  7.258612e-14  7.258612e-14  7.258612e-14  7.258612e-14
1.400000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.400000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.400000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.600000e+03  1.000000e-22  1.490992e-01  1.490992e-01  1.490992e-01  1.490992e-01  1.397151e-01  1.397151e-01  1.397151e-01  1.397070e-01
1.600000e+03  1.000000e-20  1.490188e-01  1.490188e-01  1.490188e-01  1.490188e-01  1.396227e-01  1.396227e-01  1.396227e-01  1.396146e-01
1.600000e+03  1.000000e-19  1.482901e-01  1.482901e-01  1.482901e-01  1.482901e-01  1.387860e-01  1.387860e-01  1.387860e-01  1.387779e-01
1.600000e+03  2.000000e-19  1.474854e-01  1.474854e-01  1.474854e-01  1.474854e-01  1.378640e-01  1.378640e-01  1.378640e-01  1.378560e-01
1.600000e+03  5.000000e-19  1.451022e-01  1.451022e-01  1.451022e-01  1.451022e-01  1.351459e-01  1.351459e-01  1.351459e-01  1.351380e-01
1.600000e+03  7.000000e-19  1.435387e-01  1.435387e-01  1.435387e-01  1.435387e-01  1.333726e-01  1.333726e-01  1.333726e-01  1.333649e-01
1.600000e+03  1.000000e-18  1.412305e-01  1.412305e-01  1.412305e-01  1.412305e-01  1.307695e-01  1.307695e-01  1.307695e-01  1.307619e-01
1.600000e+03  2.000000e-18  1.338461e-01  1.338461e-01  1.338461e-01  1.338461e-01  1.225572e-01  1.225572e-01  1.225572e-01  1.225500e-01
1.600000e+03  5.000000e-18  1.142578e-01  1.142578e-01  1.142578e-01  1.142578e-01  1.016139e-01  1.016139e-01  1.016139e-01  1.016079e-01
1.600000e+03  7.000000e-18  1.030420e-01  1.030420e-01  1.030420e-01  1.030420e-01  9.015829e-02  9.015829e-02  9.015829e-02  9.015296e-02
1.600000e+03  1.000000e-17  8.850092e-02  8.850092e-02  8.850092e-02  8.850092e-02  7.586405e-02  7.586405e-02  7.586405e-02  7.585955e-02
1.600000e+03  2.000000e-17  5.436914e-02  5.436914e-02  5.436914e-02  5.436914e-02  4.459782e-02  4.459782e-02  4.459782e-02  4.459520e-02
1.600000e+03  5.000000e-17  1.412102e-02  1.412102e-02  1.412102e-02  1.412102e-02  1.111850e-02  1.111850e-02  1.111850e-02  1.111793e-02
1.600000e+03  7.000000e-17  6.096714e-03  6.096714e-03  6.096714e-03  6.096714e-03  4.767275e-03  4.767275e-03  4.767275e-03  4.767061e-03
1.600000e+03  1.000000e-16  1.837950e-03  1.837950e-03  1.837950e-03  1.837950e-03  1.430683e-03  1.430683e-03  1.430683e-03  1.430631e-03
1.600000e+03  1.000000e-15  1.072750e-14  1.072750e-14  1.072750e-14  1.072750e-14  1.135523e-14  1.135523e-14  1.135523e-14  1.135523e-14
1.600000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.600000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.600000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.800000e+03  1.000000e-22  1.064994e-01  1.064994e-01  1.064994e-01  1.064994e-01  1.022260e-01  1.022260e-01  1.022260e-01  1.022232e-01
1.800000e+03  1.000000e-20  1.064411e-01  1.064411e-01  1.064411e-01  1.064411e-01  1.021520e-01  1.021520e-01  1.021520e-01  1.021492e-01
1.800000e+03  1.000000e-19  1.059123e-01  1.059123e-01  1.059123e-01  1.059123e-01  1.014825e-01  1.014825e-01  1.014825e-01  1.014798e-01
1.800000e+03  2.000000e-19  1.053283e-01  1.053283e-01  1.053283e-01  1.053283e-01  1.007454e-01  1.007454e-01  1.007454e-01  1.007426e-01
1.800000e+03  5.000000e-19  1.035987e-01  1.035987e-01  1.035987e-01  1.035987e-01  9.857500e-02  9.857500e-02  9.857500e-02  9.857234e-02
1.800000e+03  7.000000e-19  1.024639e-01  1.024639e-01  1.024639e-01  1.024639e-01  9.716161e-02  9.716161e-02  9.716161e-02  9.715898e-02
1.800000e+03  1.000000e-18  1.007886e-01  1.007886e-01  1.007886e-01  1.007886e-01  9.509025e-02  9.509025e-02  9.509025e-02  9.508769e-02
1.800000e+03  2.000000e-18  9.542838e-02  9.542838e-02  9.542838e-02  9.542838e-02  8.858466e-02  8.858466e-02  8.858466e-02  8.858231e-02
1.800000e+03  5.000000e-18  8.120836e-02  8.120836e-02  8.120836e-02  8.120836e-02  7.221293e-02  7.221293e-02  7.221293e-02  7.221106e-02
1.800000e+03  7.000000e-18  7.306855e-02  7.306855e-02  7.306855e-02  7.306855e-02  6.340754e-02  6.340754e-02  6.340754e-02  6.340594e-02
1.800000e+03  1.000000e-17  6.252337e-02  6.252337e-02  6.252337e-02  6.252337e-02  5.259012e-02  5.259012e-02  5.259012e-02  5.258884e-02
1.800000e+03  2.000000e-17  3.786417e-02  3.786417e-02  3.786417e-02  3.786417e-02  2.970708e-02  2.970708e-02  2.970708e-02  2.970643e-02
1.800000e+03  5.000000e-17  9.350702e-03  9.350702e-03  9.350702e-03  9.350702e-03  6.796512e-03  6.796512e-03  6.796512e-03  6.796405e-03
1.800000e+03  7.000000e-17  3.898752e-03  3.898752e-03  3.898752e-03  3.898752e-03  2.772612e-03  2.772612e-03  2.772612e-03  2.772577e-03
1.800000e+03  1.000000e-16  1.116317e-03  1.116317e-03  1.116317e-03  1.116317e-03  7.734066e-04  7.734066e-04  7.734066e-04  7.733995e-04
1.800000e+03  1.000000e-15  1.135244e-15  1.135244e-15  1.135244e-15  1.135244e-15  4.791154e-16  4.791154e-16  4.791154e-16  4.791154e-16
1.800000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.800000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
1.800000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
2.000000e+03  1.000000e-22  3.787981e-02  3.787981e-02  3.787981e-02  3.787981e-02  3.984386e-02  3.984386e-02  3.984386e-02  3.984376e-02
2.000000e+03  1.000000e-20  3.786052e-02  3.786052e-02  3.786052e-02  3.786052e-02  3.980878e-02  3.980878e-02  3.980878e-02  3.980868e-02
2.000000e+03  1.000000e-19  3.768562e-02  3.768562e-02  3.768562e-02  3.768562e-02  3.949164e-02  3.949164e-02  3.949164e-02  3.949155e-02
2.000000e+03  2.000000e-19  3.749233e-02  3.749233e-02  3.749233e-02  3.749233e-02  3.914309e-02  3.914309e-02  3.914309e-02  3.914299e-02
2.000000e+03  5.000000e-19  3.691894e-02  3.691894e-02  3.691894e-02  3.691894e-02  3.812099e-02  3.812099e-02  3.812099e-02  3.812090e-02
2.000000e+03  7.000000e-19  3.654201e-02  3.654201e-02  3.654201e-02  3.654201e-02  3.745872e-02  3.745872e-02  3.745872e-02  3.745863e-02
2.000000e+03  1.000000e-18  3.598446e-02  3.598446e-02  3.598446e-02  3.598446e-02  3.649300e-02  3.649300e-02  3.649300e-02  3.649291e-02
2.000000e+03  2.000000e-18  3.419197e-02  3.419197e-02  3.419197e-02  3.419197e-02  3.349851e-02  3.349851e-02  3.349851e-02  3.349842e-02
2.000000e+03  5.000000e-18  2.937233e-02  2.937233e-02  2.937233e-02  2.937233e-02  2.624183e-02  2.624183e-02  2.624183e-02  2.624176e-02
2.000000e+03  7.000000e-18  2.657069e-02  2.657069e-02  2.657069e-02  2.657069e-02  2.252040e-02  2.252040e-02  2.252040e-02  2.252033e-02
2.000000e+03  1.000000e-17  2.289400e-02  2.289400e-02  2.289400e-02  2.289400e-02  1.814094e-02  1.814094e-02  1.814094e-02  1.814088e-02
2.000000e+03  2.000000e-17  1.408460e-02  1.408460e-02  1.408460e-02  1.408460e-02  9.642781e-03  9.642781e-03  9.642781e-03  9.642747e-03
2.000000e+03  5.000000e-17  3.520036e-03  3.520036e-03  3.520036e-03  3.520036e-03  2.131419e-03  2.131419e-03  2.131419e-03  2.131412e-03
2.000000e+03  7.000000e-17  1.457044e-03  1.457044e-03  1.457044e-03  1.457044e-03  8.680553e-04  8.680553e-04  8.680553e-04  8.680528e-04
2.000000e+03  1.000000e-16  4.069043e-04  4.069043e-04  4.069043e-04  4.069043e-04  2.387052e-04  2.387052e-04  2.387052e-04  2.387047e-04
2.000000e+03  1.000000e-15  5.918223e-17  5.918223e-17  5.918223e-17  5.918223e-17  3.823691e-17  3.823691e-17  3.823691e-17  3.823691e-17
2.000000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
2.000000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
2.000000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
2.200000e+03  1.000000e-22  1.501992e-02  1.501992e-02  1.501992e-02  1.501992e-02  1.513138e-02  1.513138e-02  1.513138e-02  1.513138e-02
2.200000e+03  1.000000e-20  1.501201e-02  1.501201e-02  1.501201e-02  1.501201e-02  1.511813e-02  1.511813e-02  1.511813e-02  1.511813e-02
2.200000e+03  1.000000e-19  1.494029e-02  1.494029e-02  1.494029e-02  1.494029e-02  1.499833e-02  1.499833e-02  1.499833e-02  1.499833e-02
2.200000e+03  2.000000e-19  1.486105e-02  1.486105e-02  1.486105e-02  1.486105e-02  1.486667e-02  1.486667e-02  1.486667e-02  1.486667e-02
2.200000e+03  5.000000e-19  1.462616e-02  1.462616e-02  1.462616e-02  1.462616e-02  1.448054e-02  1.448054e-02  1.448054e-02  1.448054e-02
2.200000e+03  7.000000e-19  1.447187e-02  1.447187e-02  1.447187e-02  1.447187e-02  1.423032e-02  1.423032e-02  1.423032e-02  1.423032e-02
2.200000e+03  1.000000e-18  1.424383e-02  1.424383e-02  1.424383e-02  1.424383e-02  1.386539e-02  1.386539e-02  1.386539e-02  1.386539e-02
2.200000e+03  2.000000e-18  1.351216e-02  1.351216e-02  1.351216e-02  1.351216e-02  1.273330e-02  1.273330e-02  1.273330e-02  1.273330e-02
2.200000e+03  5.000000e-18  1.155587e-02  1.155587e-02  1.155587e-02  1.155587e-02  9.984385e-03  9.984385e-03  9.984385e-03  9.984385e-03
2.200000e+03  7.000000e-18  1.042596e-02  1.042596e-02  1.042596e-02  1.042596e-02  8.570065e-03  8.570065e-03  8.570065e-03  8.570065e-03
2.200000e+03  1.000000e-17  8.951077e-03  8.951077e-03  8.951077e-03  8.951077e-03  6.900201e-03  6.900201e-03  6.900201e-03  6.900201e-03
2.200000e+03  2.000000e-17  5.452767e-03  5.452767e-03  5.452767e-03  5.452767e-03  3.643086e-03  3.643086e-03  3.643086e-03  3.643086e-03
2.200000e+03  5.000000e-17  1.326569e-03  1.326569e-03  1.326569e-03  1.326569e-03  7.844343e-04  7.844343e-04  7.844343e-04  7.844343e-04
2.200000e+03  7.000000e-17  5.368569e-04  5.368569e-04  5.368569e-04  5.368569e-04  3.162254e-04  3.162254e-04  3.162254e-04  3.162254e-04
2.200000e+03  1.000000e-16  1.438261e-04  1.438261e-04  1.438261e-04  1.438261e-04  8.605878e-05  8.605878e-05  8.605878e-05  8.605878e-05
2.200000e+03  1.000000e-15  1.258102e-17  1.258102e-17  1.258102e-17  1.258102e-17  3.766625e-18  3.766625e-18  3.766625e-18  3.766625e-18
2.200000e+03  1.000000e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
2.200000e+03  1.000000e-12  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
2.200000e+03  1.000000e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
