## HSCPM5 efficiencies
## x	y	z	 effi
1205.0	1100.0	280.0	0.0
1205.0	1100.0	300.0	0.0
1205.0	1100.0	320.0	0.0
1205.0	1100.0	340.0	0.0
1205.0	1100.0	360.0	0.0
1205.0	1100.0	380.0	0.0
1205.0	1100.0	400.0	0.0
1205.0	1100.0	430.0	0.0
1205.0	1100.0	480.0	0.623
1205.0	1100.0	640.0	0.699
1205.0	1100.0	850.0	0.613
1205.0	1100.0	960.0	0.543
1205.0	1150.0	50.0	0.0
1205.0	1150.0	70.0	0.0
1205.0	1150.0	100.0	0.0
1205.0	1150.0	140.0	0.0
1205.0	1150.0	170.0	0.0
1205.0	1150.0	200.0	0.0
1205.0	1150.0	240.0	0.0
1205.0	1200.0	50.0	0.0
1205.0	1200.0	70.0	0.0
1205.0	1200.0	100.0	0.0
1205.0	1200.0	140.0	0.0
1205.0	1200.0	170.0	0.0
1205.0	1200.0	200.0	0.0
1205.0	1200.0	240.0	0.0
1205.0	1200.0	280.0	0.0
1205.0	1200.0	1190.0	0.429
1405.0	200.0	100.0	0.0
1405.0	200.0	140.0	0.0
1405.0	200.0	170.0	0.0
1405.0	250.0	50.0	0.0
1405.0	250.0	70.0	0.0
1405.0	250.0	100.0	0.0
1405.0	250.0	140.0	0.0
1405.0	250.0	170.0	0.0
1405.0	250.0	200.0	0.0
1405.0	250.0	240.0	0.0
1405.0	300.0	50.0	0.0
1405.0	300.0	70.0	0.0
1405.0	300.0	100.0	0.0
1405.0	300.0	140.0	0.0
1405.0	300.0	170.0	0.0
1405.0	300.0	200.0	0.0
1405.0	300.0	240.0	0.0
1405.0	300.0	280.0	0.0
1405.0	350.0	50.0	0.0
1405.0	350.0	70.0	0.0
1405.0	350.0	100.0	0.0
1405.0	350.0	140.0	0.0
1405.0	350.0	170.0	0.0
1405.0	350.0	200.0	0.0
1405.0	350.0	240.0	0.0
1405.0	350.0	280.0	0.0
1405.0	350.0	300.0	0.0
1405.0	350.0	320.0	0.0
1405.0	350.0	340.0	0.0
1405.0	400.0	50.0	0.0
1405.0	400.0	70.0	0.0
1405.0	400.0	100.0	0.0
1405.0	400.0	140.0	0.0
1405.0	400.0	170.0	0.0
1405.0	400.0	200.0	0.0
1405.0	400.0	240.0	0.0
1405.0	400.0	280.0	0.0
1405.0	400.0	300.0	0.0
1405.0	400.0	320.0	0.0
1405.0	400.0	340.0	0.0
1405.0	400.0	360.0	0.0
1405.0	400.0	380.0	0.0
1405.0	450.0	50.0	0.0
1405.0	450.0	70.0	0.0
1405.0	450.0	100.0	0.0
1405.0	450.0	140.0	0.0
1405.0	450.0	170.0	0.0
1405.0	450.0	200.0	0.0
1405.0	450.0	240.0	0.0
1405.0	450.0	280.0	0.0
1405.0	450.0	300.0	0.0
1405.0	450.0	320.0	0.0
1405.0	450.0	340.0	0.0
1405.0	450.0	360.0	0.0
1405.0	450.0	380.0	0.0
1405.0	450.0	400.0	0.0
1405.0	450.0	430.0	0.0
1405.0	500.0	50.0	0.0
1405.0	500.0	70.0	0.0
1405.0	500.0	100.0	0.0
1405.0	500.0	140.0	0.0
1405.0	500.0	170.0	0.0
1405.0	500.0	200.0	0.0
1405.0	500.0	240.0	0.0
1405.0	500.0	280.0	0.0
1405.0	500.0	300.0	0.0
1405.0	500.0	320.0	0.0
1405.0	500.0	340.0	0.0
1405.0	500.0	360.0	0.0
1405.0	500.0	380.0	0.0
1405.0	500.0	400.0	0.0
1405.0	500.0	430.0	0.0
1405.0	500.0	480.0	0.514
1405.0	550.0	50.0	0.0
1405.0	550.0	70.0	0.0
1405.0	550.0	100.0	0.0
1405.0	550.0	140.0	0.0
1405.0	550.0	170.0	0.0
1405.0	550.0	200.0	0.0
1405.0	550.0	240.0	0.0
1405.0	550.0	280.0	0.0
1405.0	550.0	300.0	0.0
1405.0	550.0	320.0	0.0
1405.0	550.0	340.0	0.0
1405.0	550.0	360.0	0.0
1405.0	550.0	380.0	0.0
1405.0	550.0	400.0	0.0
1405.0	550.0	430.0	0.0
1405.0	550.0	480.0	0.583
1405.0	600.0	50.0	0.0
1405.0	600.0	70.0	0.0
1405.0	600.0	100.0	0.0
1405.0	600.0	140.0	0.0
1405.0	600.0	200.0	0.0
1405.0	600.0	240.0	0.0
1405.0	600.0	280.0	0.0
1405.0	600.0	300.0	0.0
1405.0	600.0	320.0	0.0
1405.0	600.0	340.0	0.0
1405.0	600.0	360.0	0.0
1405.0	600.0	380.0	0.0
1405.0	600.0	400.0	0.0
1405.0	600.0	430.0	0.0
1405.0	600.0	480.0	0.618
1405.0	650.0	50.0	0.0
1405.0	650.0	70.0	0.0
1405.0	650.0	100.0	0.0
1405.0	650.0	140.0	0.0
1405.0	650.0	340.0	0.0
1405.0	650.0	360.0	0.0
1405.0	650.0	380.0	0.0
1405.0	650.0	400.0	0.0
1405.0	650.0	430.0	0.0
1405.0	650.0	480.0	0.646
1405.0	650.0	640.0	0.653
1405.0	700.0	50.0	0.0
1405.0	700.0	70.0	0.0
1405.0	700.0	100.0	0.0
1405.0	700.0	140.0	0.0
1405.0	700.0	480.0	0.662
1405.0	700.0	640.0	0.687
1405.0	750.0	50.0	0.0
1405.0	750.0	70.0	0.0
1405.0	750.0	100.0	0.0
1405.0	750.0	140.0	0.0
1405.0	750.0	170.0	0.0
1405.0	750.0	640.0	0.691
1405.0	800.0	50.0	0.0
1405.0	800.0	70.0	0.0
1405.0	800.0	100.0	0.0
1405.0	800.0	140.0	0.0
1405.0	800.0	170.0	0.0
1405.0	800.0	200.0	0.0
1405.0	800.0	280.0	0.0
1405.0	800.0	300.0	0.0
1405.0	800.0	320.0	0.0
1405.0	800.0	340.0	0.0
1405.0	800.0	360.0	0.0
1405.0	800.0	380.0	0.0
1405.0	800.0	400.0	0.0
1405.0	800.0	430.0	0.0
1405.0	800.0	480.0	0.671
1405.0	800.0	640.0	0.702
1405.0	850.0	50.0	0.0
1405.0	850.0	70.0	0.0
1405.0	850.0	100.0	0.0
1405.0	850.0	140.0	0.0
1405.0	850.0	170.0	0.0
1405.0	850.0	200.0	0.0
1405.0	900.0	50.0	0.0
1405.0	900.0	70.0	0.0
1405.0	900.0	100.0	0.0
1405.0	900.0	140.0	0.0
1405.0	900.0	170.0	0.0
1405.0	900.0	200.0	0.0
1405.0	950.0	50.0	0.0
1405.0	950.0	70.0	0.0
1405.0	950.0	100.0	0.0
1405.0	950.0	140.0	0.0
1405.0	950.0	170.0	0.0
1405.0	950.0	200.0	0.0
1405.0	1000.0	50.0	0.0
1405.0	1000.0	70.0	0.0
1405.0	1000.0	100.0	0.0
1405.0	1000.0	140.0	0.0
1405.0	1000.0	170.0	0.0
1405.0	1000.0	200.0	0.0
1405.0	1050.0	50.0	0.0
1405.0	1050.0	70.0	0.0
1405.0	1050.0	100.0	0.0
1405.0	1050.0	140.0	0.0
1405.0	1050.0	170.0	0.0
1405.0	1050.0	200.0	0.0
1405.0	1050.0	240.0	0.0
1405.0	1100.0	50.0	0.0
1405.0	1100.0	70.0	0.0
1405.0	1100.0	100.0	0.0
1405.0	1100.0	140.0	0.0
1405.0	1100.0	170.0	0.0
1405.0	1100.0	200.0	0.0
1405.0	1100.0	240.0	0.0
1405.0	1100.0	280.0	0.0
1405.0	1100.0	300.0	0.0
1405.0	1100.0	320.0	0.0
1405.0	1100.0	340.0	0.0
1405.0	1100.0	360.0	0.0
1405.0	1100.0	380.0	0.0
1405.0	1100.0	400.0	0.0
1405.0	1100.0	430.0	0.0
1405.0	1100.0	480.0	0.626
1405.0	1100.0	640.0	0.697
1405.0	1100.0	850.0	0.626
1405.0	1100.0	960.0	0.557
1405.0	1150.0	50.0	0.0
1405.0	1150.0	70.0	0.0
1405.0	1150.0	100.0	0.0
1405.0	1150.0	140.0	0.0
1405.0	1150.0	170.0	0.0
1405.0	1150.0	200.0	0.0
1405.0	1150.0	240.0	0.0
1405.0	1200.0	50.0	0.0
1405.0	1200.0	70.0	0.0
1405.0	1200.0	100.0	0.0
1405.0	1200.0	140.0	0.0
1405.0	1200.0	170.0	0.0
1405.0	1200.0	200.0	0.0
1405.0	1200.0	240.0	0.0
1405.0	1200.0	280.0	0.0
1405.0	1250.0	50.0	0.0
1405.0	1250.0	70.0	0.0
1405.0	1250.0	100.0	0.0
1405.0	1250.0	140.0	0.0
1405.0	1250.0	170.0	0.0
1405.0	1250.0	200.0	0.0
1405.0	1250.0	240.0	0.0
1405.0	1250.0	280.0	0.0
1405.0	1300.0	50.0	0.0
1405.0	1300.0	70.0	0.0
1405.0	1300.0	100.0	0.0
1405.0	1300.0	140.0	0.0
1405.0	1300.0	170.0	0.0
1405.0	1300.0	200.0	0.0
1405.0	1300.0	240.0	0.0
1405.0	1300.0	280.0	0.0
1405.0	1300.0	300.0	0.0
1405.0	1350.0	50.0	0.0
1405.0	1350.0	70.0	0.0
1405.0	1350.0	100.0	0.0
1405.0	1350.0	140.0	0.0
1405.0	1350.0	170.0	0.0
1405.0	1350.0	200.0	0.0
1405.0	1350.0	240.0	0.0
1405.0	1350.0	280.0	0.0
1405.0	1350.0	300.0	0.0
1405.0	1350.0	320.0	0.0
1405.0	1400.0	50.0	0.0
1405.0	1400.0	70.0	0.0
1405.0	1400.0	100.0	0.0
1405.0	1400.0	140.0	0.0
1405.0	1400.0	170.0	0.0
1405.0	1400.0	200.0	0.0
1405.0	1400.0	240.0	0.0
1405.0	1400.0	280.0	0.0
1405.0	1400.0	300.0	0.0
1405.0	1400.0	320.0	0.0
1405.0	1400.0	1390.0	0.27
1605.0	100.0	50.0	0.0
1605.0	100.0	70.0	0.0
1605.0	150.0	50.0	0.0
1605.0	150.0	70.0	0.0
1605.0	150.0	100.0	0.0
1605.0	150.0	140.0	0.0
1605.0	200.0	50.0	0.0
1605.0	200.0	70.0	0.0
1605.0	200.0	100.0	0.0
1605.0	200.0	140.0	0.0
1605.0	200.0	170.0	0.0
1605.0	250.0	50.0	0.0
1605.0	250.0	70.0	0.0
1605.0	250.0	100.0	0.0
1605.0	250.0	140.0	0.0
1605.0	250.0	170.0	0.0
1605.0	250.0	200.0	0.0
1605.0	250.0	240.0	0.0
1605.0	300.0	50.0	0.0
1605.0	300.0	70.0	0.0
1605.0	300.0	100.0	0.0
1605.0	300.0	140.0	0.0
1605.0	300.0	170.0	0.0
1605.0	300.0	200.0	0.0
1605.0	300.0	240.0	0.0
1605.0	300.0	280.0	0.0
1605.0	350.0	50.0	0.0
1605.0	350.0	70.0	0.0
1605.0	350.0	100.0	0.0
1605.0	350.0	140.0	0.0
1605.0	350.0	170.0	0.0
1605.0	350.0	200.0	0.0
1605.0	350.0	240.0	0.0
1605.0	350.0	280.0	0.0
1605.0	350.0	300.0	0.0
1605.0	350.0	320.0	0.0
1605.0	350.0	340.0	0.0
1605.0	400.0	50.0	0.0
1605.0	400.0	70.0	0.0
1605.0	400.0	100.0	0.0
1605.0	400.0	140.0	0.0
1605.0	400.0	170.0	0.0
1605.0	400.0	200.0	0.0
1605.0	400.0	240.0	0.0
1605.0	400.0	280.0	0.0
1605.0	400.0	300.0	0.0
1605.0	400.0	320.0	0.0
1605.0	400.0	340.0	0.0
1605.0	400.0	360.0	0.0
1605.0	400.0	380.0	0.0
1605.0	450.0	50.0	0.0
1605.0	450.0	70.0	0.0
1605.0	450.0	100.0	0.0
1605.0	450.0	140.0	0.0
1605.0	450.0	170.0	0.0
1605.0	450.0	200.0	0.0
1605.0	450.0	240.0	0.0
1605.0	450.0	280.0	0.0
1605.0	450.0	300.0	0.0
1605.0	450.0	320.0	0.0
1605.0	450.0	340.0	0.0
1605.0	450.0	360.0	0.0
1605.0	450.0	380.0	0.0
1605.0	450.0	400.0	0.0
1605.0	450.0	430.0	0.0
1605.0	500.0	50.0	0.0
1605.0	500.0	70.0	0.0
1605.0	500.0	100.0	0.0
1605.0	500.0	140.0	0.0
1605.0	500.0	170.0	0.0
1605.0	500.0	200.0	0.0
1605.0	500.0	240.0	0.0
1605.0	500.0	280.0	0.0
1605.0	500.0	300.0	0.0
1605.0	500.0	320.0	0.0
1605.0	500.0	340.0	0.0
1605.0	500.0	360.0	0.0
1605.0	500.0	380.0	0.0
1605.0	500.0	400.0	0.0
1605.0	500.0	430.0	0.0
1605.0	500.0	480.0	0.406
1605.0	550.0	50.0	0.0
1605.0	550.0	70.0	0.0
1605.0	550.0	100.0	0.0
1605.0	550.0	140.0	0.0
1605.0	550.0	170.0	0.0
1605.0	550.0	200.0	0.0
1605.0	550.0	240.0	0.0
1605.0	550.0	280.0	0.0
1605.0	550.0	300.0	0.0
1605.0	550.0	320.0	0.0
1605.0	550.0	340.0	0.0
1605.0	550.0	360.0	0.0
1605.0	550.0	380.0	0.0
1605.0	550.0	400.0	0.0
1605.0	550.0	430.0	0.0
1605.0	550.0	480.0	0.492
1605.0	600.0	50.0	0.0
1605.0	600.0	70.0	0.0
1605.0	600.0	100.0	0.0
1605.0	600.0	140.0	0.0
1605.0	600.0	200.0	0.0
1605.0	600.0	240.0	0.0
1605.0	600.0	280.0	0.0
1605.0	600.0	300.0	0.0
1605.0	600.0	320.0	0.0
1605.0	600.0	340.0	0.0
1605.0	600.0	360.0	0.0
1605.0	600.0	380.0	0.0
1605.0	600.0	400.0	0.0
1605.0	600.0	430.0	0.0
1605.0	600.0	480.0	0.547
1605.0	650.0	50.0	0.0
1605.0	650.0	70.0	0.0
1605.0	650.0	100.0	0.0
1605.0	650.0	140.0	0.0
1605.0	650.0	340.0	0.0
1605.0	650.0	360.0	0.0
1605.0	650.0	380.0	0.0
1605.0	650.0	400.0	0.0
1605.0	650.0	430.0	0.0
1605.0	650.0	480.0	0.591
1605.0	650.0	640.0	0.6
1605.0	700.0	50.0	0.0
1605.0	700.0	70.0	0.0
1605.0	700.0	100.0	0.0
1605.0	700.0	140.0	0.0
1605.0	700.0	480.0	0.616
1605.0	700.0	640.0	0.646
1605.0	750.0	50.0	0.0
1605.0	750.0	70.0	0.0
1605.0	750.0	100.0	0.0
1605.0	750.0	140.0	0.0
1605.0	750.0	170.0	0.0
1605.0	750.0	640.0	0.665
1605.0	800.0	50.0	0.0
1605.0	800.0	70.0	0.0
1605.0	800.0	100.0	0.0
1605.0	800.0	140.0	0.0
1605.0	800.0	170.0	0.0
1605.0	800.0	200.0	0.0
1605.0	800.0	280.0	0.0
1605.0	800.0	300.0	0.0
1605.0	800.0	320.0	0.0
1605.0	800.0	340.0	0.0
1605.0	800.0	360.0	0.0
1605.0	800.0	380.0	0.0
1605.0	800.0	400.0	0.0
1605.0	800.0	430.0	0.0
1605.0	800.0	480.0	0.64
1605.0	800.0	640.0	0.685
1605.0	850.0	50.0	0.0
1605.0	850.0	70.0	0.0
1605.0	850.0	100.0	0.0
1605.0	850.0	140.0	0.0
1605.0	850.0	170.0	0.0
1605.0	850.0	200.0	0.0
1605.0	900.0	50.0	0.0
1605.0	900.0	70.0	0.0
1605.0	900.0	100.0	0.0
1605.0	900.0	140.0	0.0
1605.0	900.0	170.0	0.0
1605.0	900.0	200.0	0.0
1605.0	950.0	50.0	0.0
1605.0	950.0	70.0	0.0
1605.0	950.0	100.0	0.0
1605.0	950.0	140.0	0.0
1605.0	950.0	170.0	0.0
1605.0	950.0	200.0	0.0
1605.0	1000.0	50.0	0.0
1605.0	1000.0	70.0	0.0
1605.0	1000.0	100.0	0.0
1605.0	1000.0	140.0	0.0
1605.0	1000.0	170.0	0.0
1605.0	1000.0	200.0	0.0
1605.0	1050.0	50.0	0.0
1605.0	1050.0	70.0	0.0
1605.0	1050.0	100.0	0.0
1605.0	1050.0	140.0	0.0
1605.0	1050.0	170.0	0.0
1605.0	1050.0	200.0	0.0
1605.0	1050.0	240.0	0.0
1605.0	1100.0	50.0	0.0
1605.0	1100.0	70.0	0.0
1605.0	1100.0	100.0	0.0
1605.0	1100.0	140.0	0.0
1605.0	1100.0	170.0	0.0
1605.0	1100.0	200.0	0.0
1605.0	1100.0	240.0	0.0
1605.0	1100.0	280.0	0.0
1605.0	1100.0	300.0	0.0
1605.0	1100.0	320.0	0.0
1605.0	1100.0	340.0	0.0
1605.0	1100.0	360.0	0.0
1605.0	1100.0	380.0	0.0
1605.0	1100.0	400.0	0.0
1605.0	1100.0	430.0	0.0
1605.0	1100.0	480.0	0.618
1605.0	1100.0	640.0	0.697
1605.0	1100.0	850.0	0.636
1605.0	1100.0	960.0	0.577
1605.0	1150.0	50.0	0.0
1605.0	1150.0	70.0	0.0
1605.0	1150.0	100.0	0.0
1605.0	1150.0	140.0	0.0
1605.0	1150.0	170.0	0.0
1605.0	1150.0	200.0	0.0
1605.0	1150.0	240.0	0.0
1605.0	1200.0	50.0	0.0
1605.0	1200.0	70.0	0.0
1605.0	1200.0	100.0	0.0
1605.0	1200.0	140.0	0.0
1605.0	1200.0	170.0	0.0
1605.0	1200.0	200.0	0.0
1605.0	1200.0	240.0	0.0
1605.0	1200.0	280.0	0.0
1605.0	1250.0	50.0	0.0
1605.0	1250.0	70.0	0.0
1605.0	1250.0	100.0	0.0
1605.0	1250.0	140.0	0.0
1605.0	1250.0	170.0	0.0
1605.0	1250.0	200.0	0.0
1605.0	1250.0	240.0	0.0
1605.0	1250.0	280.0	0.0
1605.0	1300.0	50.0	0.0
1605.0	1300.0	70.0	0.0
1605.0	1300.0	100.0	0.0
1605.0	1300.0	140.0	0.0
1605.0	1300.0	170.0	0.0
1605.0	1300.0	200.0	0.0
1605.0	1300.0	240.0	0.0
1605.0	1300.0	280.0	0.0
1605.0	1300.0	300.0	0.0
1605.0	1350.0	50.0	0.0
1605.0	1350.0	70.0	0.0
1605.0	1350.0	100.0	0.0
1605.0	1350.0	140.0	0.0
1605.0	1350.0	170.0	0.0
1605.0	1350.0	200.0	0.0
1605.0	1350.0	240.0	0.0
1605.0	1350.0	280.0	0.0
1605.0	1350.0	300.0	0.0
1605.0	1350.0	320.0	0.0
1605.0	1400.0	50.0	0.0
1605.0	1400.0	70.0	0.0
1605.0	1400.0	100.0	0.0
1605.0	1400.0	140.0	0.0
1605.0	1400.0	170.0	0.0
1605.0	1400.0	200.0	0.0
1605.0	1400.0	240.0	0.0
1605.0	1400.0	280.0	0.0
1605.0	1400.0	300.0	0.0
1605.0	1400.0	320.0	0.0
1605.0	1450.0	50.0	0.0
1605.0	1450.0	70.0	0.0
1605.0	1450.0	100.0	0.0
1605.0	1450.0	140.0	0.0
1605.0	1450.0	170.0	0.0
1605.0	1450.0	200.0	0.0
1605.0	1450.0	240.0	0.0
1605.0	1450.0	280.0	0.0
1605.0	1450.0	300.0	0.0
1605.0	1450.0	320.0	0.0
1605.0	1450.0	340.0	0.0
1605.0	1500.0	50.0	0.0
1605.0	1500.0	70.0	0.0
1605.0	1500.0	100.0	0.0
1605.0	1500.0	140.0	0.0
1605.0	1500.0	170.0	0.0
1605.0	1500.0	200.0	0.0
1605.0	1500.0	240.0	0.0
1605.0	1500.0	280.0	0.0
1605.0	1500.0	300.0	0.0
1605.0	1500.0	320.0	0.0
1605.0	1500.0	340.0	0.0
1605.0	1500.0	360.0	0.0
1605.0	1500.0	380.0	0.0
1605.0	1500.0	400.0	0.0
1605.0	1500.0	430.0	0.0
1605.0	1500.0	480.0	0.424
1605.0	1500.0	640.0	0.63
1605.0	1500.0	850.0	0.652
1605.0	1500.0	960.0	0.596
1605.0	1500.0	1100.0	0.493
1605.0	1500.0	1400.0	0.247
1605.0	1550.0	50.0	0.0
1605.0	1550.0	70.0	0.0
1605.0	1550.0	100.0	0.0
1605.0	1550.0	140.0	0.0
1605.0	1550.0	170.0	0.0
1605.0	1550.0	200.0	0.0
1605.0	1550.0	240.0	0.0
1605.0	1550.0	280.0	0.0
1605.0	1550.0	300.0	0.0
1605.0	1550.0	320.0	0.0
1605.0	1550.0	340.0	0.0
1605.0	1550.0	360.0	0.0
1605.0	1600.0	50.0	0.0
1605.0	1600.0	70.0	0.0
1605.0	1600.0	100.0	0.0
1605.0	1600.0	140.0	0.0
1605.0	1600.0	170.0	0.0
1605.0	1600.0	200.0	0.0
1605.0	1600.0	240.0	0.0
1605.0	1600.0	280.0	0.0
1605.0	1600.0	300.0	0.0
1605.0	1600.0	320.0	0.0
1605.0	1600.0	340.0	0.0
1605.0	1600.0	360.0	0.0
1605.0	1600.0	380.0	0.0
1605.0	1600.0	1590.0	0.172
1805.0	100.0	50.0	0.0
1805.0	100.0	70.0	0.0
1805.0	150.0	50.0	0.0
1805.0	150.0	70.0	0.0
1805.0	150.0	100.0	0.0
1805.0	150.0	140.0	0.0
1805.0	200.0	50.0	0.0
1805.0	200.0	70.0	0.0
1805.0	200.0	100.0	0.0
1805.0	200.0	140.0	0.0
1805.0	200.0	170.0	0.0
1805.0	250.0	50.0	0.0
1805.0	250.0	70.0	0.0
1805.0	250.0	100.0	0.0
1805.0	250.0	140.0	0.0
1805.0	250.0	170.0	0.0
1805.0	250.0	200.0	0.0
1805.0	250.0	240.0	0.0
1805.0	300.0	50.0	0.0
1805.0	300.0	70.0	0.0
1805.0	300.0	100.0	0.0
1805.0	300.0	140.0	0.0
1805.0	300.0	170.0	0.0
1805.0	300.0	200.0	0.0
1805.0	300.0	240.0	0.0
1805.0	300.0	280.0	0.0
1805.0	350.0	50.0	0.0
1805.0	350.0	70.0	0.0
1805.0	350.0	100.0	0.0
1805.0	350.0	140.0	0.0
1805.0	350.0	170.0	0.0
1805.0	350.0	200.0	0.0
1805.0	350.0	240.0	0.0
1805.0	350.0	280.0	0.0
1805.0	350.0	300.0	0.0
1805.0	350.0	320.0	0.0
1805.0	350.0	340.0	0.0
1805.0	400.0	50.0	0.0
1805.0	400.0	70.0	0.0
1805.0	400.0	100.0	0.0
1805.0	400.0	140.0	0.0
1805.0	400.0	170.0	0.0
1805.0	400.0	200.0	0.0
1805.0	400.0	240.0	0.0
1805.0	400.0	280.0	0.0
1805.0	400.0	300.0	0.0
1805.0	400.0	320.0	0.0
1805.0	400.0	340.0	0.0
1805.0	400.0	360.0	0.0
1805.0	400.0	380.0	0.0
1805.0	450.0	50.0	0.0
1805.0	450.0	70.0	0.0
1805.0	450.0	100.0	0.0
1805.0	450.0	140.0	0.0
1805.0	450.0	170.0	0.0
1805.0	450.0	200.0	0.0
1805.0	450.0	240.0	0.0
1805.0	450.0	280.0	0.0
1805.0	450.0	300.0	0.0
1805.0	450.0	320.0	0.0
1805.0	450.0	340.0	0.0
1805.0	450.0	360.0	0.0
1805.0	450.0	380.0	0.0
1805.0	450.0	400.0	0.0
1805.0	450.0	430.0	0.0
1805.0	500.0	50.0	0.0
1805.0	500.0	70.0	0.0
1805.0	500.0	100.0	0.0
1805.0	500.0	140.0	0.0
1805.0	500.0	170.0	0.0
1805.0	500.0	200.0	0.0
1805.0	500.0	240.0	0.0
1805.0	500.0	280.0	0.0
1805.0	500.0	300.0	0.0
1805.0	500.0	320.0	0.0
1805.0	500.0	340.0	0.0
1805.0	500.0	360.0	0.0
1805.0	500.0	380.0	0.0
1805.0	500.0	400.0	0.0
1805.0	500.0	430.0	0.0
1805.0	500.0	480.0	0.282
1805.0	550.0	50.0	0.0
1805.0	550.0	70.0	0.0
1805.0	550.0	100.0	0.0
1805.0	550.0	140.0	0.0
1805.0	550.0	170.0	0.0
1805.0	550.0	200.0	0.0
1805.0	550.0	240.0	0.0
1805.0	550.0	280.0	0.0
1805.0	550.0	300.0	0.0
1805.0	550.0	320.0	0.0
1805.0	550.0	340.0	0.0
1805.0	550.0	360.0	0.0
1805.0	550.0	380.0	0.0
1805.0	550.0	400.0	0.0
1805.0	550.0	430.0	0.0
1805.0	550.0	480.0	0.384
1805.0	600.0	50.0	0.0
1805.0	600.0	70.0	0.0
1805.0	600.0	100.0	0.0
1805.0	600.0	140.0	0.0
1805.0	600.0	200.0	0.0
1805.0	600.0	240.0	0.0
1805.0	600.0	280.0	0.0
1805.0	600.0	300.0	0.0
1805.0	600.0	320.0	0.0
1805.0	600.0	340.0	0.0
1805.0	600.0	360.0	0.0
1805.0	600.0	380.0	0.0
1805.0	600.0	400.0	0.0
1805.0	600.0	430.0	0.0
1805.0	600.0	480.0	0.46
1805.0	650.0	50.0	0.0
1805.0	650.0	70.0	0.0
1805.0	650.0	100.0	0.0
1805.0	650.0	140.0	0.0
1805.0	650.0	340.0	0.0
1805.0	650.0	360.0	0.0
1805.0	650.0	380.0	0.0
1805.0	650.0	400.0	0.0
1805.0	650.0	430.0	0.0
1805.0	650.0	480.0	0.517
1805.0	650.0	640.0	0.525
1805.0	700.0	50.0	0.0
1805.0	700.0	70.0	0.0
1805.0	700.0	100.0	0.0
1805.0	700.0	140.0	0.0
1805.0	700.0	480.0	0.559
1805.0	700.0	640.0	0.588
1805.0	750.0	50.0	0.0
1805.0	750.0	70.0	0.0
1805.0	750.0	100.0	0.0
1805.0	750.0	140.0	0.0
1805.0	750.0	170.0	0.0
1805.0	750.0	640.0	0.626
1805.0	800.0	50.0	0.0
1805.0	800.0	70.0	0.0
1805.0	800.0	100.0	0.0
1805.0	800.0	140.0	0.0
1805.0	800.0	170.0	0.0
1805.0	800.0	200.0	0.0
1805.0	800.0	280.0	0.0
1805.0	800.0	300.0	0.0
1805.0	800.0	320.0	0.0
1805.0	800.0	340.0	0.0
1805.0	800.0	360.0	0.0
1805.0	800.0	380.0	0.0
1805.0	800.0	400.0	0.0
1805.0	800.0	430.0	0.0
1805.0	800.0	480.0	0.597
1805.0	800.0	640.0	0.65
1805.0	850.0	50.0	0.0
1805.0	850.0	70.0	0.0
1805.0	850.0	100.0	0.0
1805.0	850.0	140.0	0.0
1805.0	850.0	170.0	0.0
1805.0	850.0	200.0	0.0
1805.0	900.0	50.0	0.0
1805.0	900.0	70.0	0.0
1805.0	900.0	100.0	0.0
1805.0	900.0	140.0	0.0
1805.0	900.0	170.0	0.0
1805.0	900.0	200.0	0.0
1805.0	950.0	50.0	0.0
1805.0	950.0	70.0	0.0
1805.0	950.0	100.0	0.0
1805.0	950.0	140.0	0.0
1805.0	950.0	170.0	0.0
1805.0	950.0	200.0	0.0
1805.0	1000.0	50.0	0.0
1805.0	1000.0	70.0	0.0
1805.0	1000.0	100.0	0.0
1805.0	1000.0	140.0	0.0
1805.0	1000.0	170.0	0.0
1805.0	1000.0	200.0	0.0
1805.0	1050.0	50.0	0.0
1805.0	1050.0	70.0	0.0
1805.0	1050.0	100.0	0.0
1805.0	1050.0	140.0	0.0
1805.0	1050.0	170.0	0.0
1805.0	1050.0	200.0	0.0
1805.0	1050.0	240.0	0.0
1805.0	1100.0	50.0	0.0
1805.0	1100.0	70.0	0.0
1805.0	1100.0	100.0	0.0
1805.0	1100.0	140.0	0.0
1805.0	1100.0	170.0	0.0
1805.0	1100.0	200.0	0.0
1805.0	1100.0	240.0	0.0
1805.0	1100.0	280.0	0.0
1805.0	1100.0	300.0	0.0
1805.0	1100.0	320.0	0.0
1805.0	1100.0	340.0	0.0
1805.0	1100.0	360.0	0.0
1805.0	1100.0	380.0	0.0
1805.0	1100.0	400.0	0.0
1805.0	1100.0	430.0	0.0
1805.0	1100.0	480.0	0.591
1805.0	1100.0	640.0	0.677
1805.0	1100.0	850.0	0.647
1805.0	1100.0	960.0	0.594
1805.0	1150.0	50.0	0.0
1805.0	1150.0	70.0	0.0
1805.0	1150.0	100.0	0.0
1805.0	1150.0	140.0	0.0
1805.0	1150.0	170.0	0.0
1805.0	1150.0	200.0	0.0
1805.0	1150.0	240.0	0.0
1805.0	1200.0	50.0	0.0
1805.0	1200.0	70.0	0.0
1805.0	1200.0	100.0	0.0
1805.0	1200.0	140.0	0.0
1805.0	1200.0	170.0	0.0
1805.0	1200.0	200.0	0.0
1805.0	1200.0	240.0	0.0
1805.0	1200.0	280.0	0.0
1805.0	1250.0	50.0	0.0
1805.0	1250.0	70.0	0.0
