#  Mass(GeV)    Width(GeV)   c000   c100   c200   c300
500.0  1e-16  0.0268634  0.0268634  0.0268434  0.0267398
500.0  1e-15  3.54107e-11  3.54107e-11  3.54105e-11  3.53891e-11
500.0  1e-14  5.03558e-59  5.03558e-59  5.03558e-59  5.03558e-59
500.0  1e-12  0  0  0  0
500.0  1e-10  0  0  0  0
1100.0  1e-22  0.562091  0.562091  0.562076  0.561879
1100.0  1e-20  0.561869  0.561869  0.561854  0.561657
1100.0  1e-19  0.559854  0.559854  0.559839  0.559642
1100.0  2e-19  0.557623  0.557623  0.557608  0.557412
1100.0  5e-19  0.550977  0.550977  0.550961  0.550766
1100.0  7e-19  0.546584  0.546584  0.546569  0.546375
1100.0  1e-18  0.540054  0.540054  0.540039  0.539846
1100.0  2e-18  0.518784  0.518784  0.51877  0.518582
1100.0  5e-18  0.459452  0.459452  0.45944  0.459267
1100.0  7e-18  0.423461  0.423461  0.423451  0.423288
1100.0  1e-17  0.374452  0.374452  0.374443  0.374296
1100.0  2e-17  0.247925  0.247925  0.24792  0.247819
1100.0  5e-17  0.0735293  0.0735293  0.0735286  0.0735007
1100.0  7e-17  0.0338956  0.0338956  0.0338954  0.0338837
1100.0  1e-16  0.0112168  0.0112168  0.0112168  0.0112136
1100.0  1e-15  1.03339e-12  1.03339e-12  1.03339e-12  1.03339e-12
1100.0  1e-14  1.88424e-80  1.88424e-80  1.88424e-80  1.88424e-80
1100.0  1e-12  0  0  0  0
1100.0  1e-10  0  0  0  0
1700.0  1e-22  0.201782  0.201782  0.201782  0.201766
1700.0  1e-20  0.201674  0.201674  0.201674  0.201659
1700.0  1e-19  0.200702  0.200702  0.200702  0.200686
1700.0  2e-19  0.199627  0.199627  0.199627  0.199611
1700.0  5e-19  0.196443  0.196443  0.196443  0.196427
1700.0  7e-19  0.194353  0.194353  0.194353  0.194337
1700.0  1e-18  0.191266  0.191266  0.191266  0.191251
1700.0  2e-18  0.181377  0.181377  0.181377  0.181363
1700.0  5e-18  0.155051  0.155051  0.155051  0.155039
1700.0  7e-18  0.139917  0.139917  0.139917  0.139906
1700.0  1e-17  0.120231  0.120231  0.120231  0.120223
1700.0  2e-17  0.0737827  0.0737827  0.0737827  0.0737779
1700.0  5e-17  0.0189186  0.0189186  0.0189186  0.0189178
1700.0  7e-17  0.00809548  0.00809548  0.00809548  0.00809521
1700.0  1e-16  0.00241441  0.00241441  0.00241441  0.00241435
1700.0  1e-15  8.37756e-15  8.37756e-15  8.37756e-15  8.37756e-15
1700.0  1e-14  1.97589e-104  1.97589e-104  1.97589e-104  1.97589e-104
1700.0  1e-12  0  0  0  0
1700.0  1e-10  0  0  0  0
150.0  1e-22  0.305008  0  0  0
150.0  1e-20  0.304924  0  0  0
150.0  1e-19  0.304154  0  0  0
150.0  2e-19  0.3033  0  0  0
150.0  5e-19  0.300748  0  0  0
150.0  7e-19  0.299055  0  0  0
150.0  1e-18  0.296527  0  0  0
150.0  2e-18  0.288203  0  0  0
150.0  5e-18  0.264235  0  0  0
150.0  7e-18  0.249121  0  0  0
150.0  1e-17  0.227773  0  0  0
150.0  2e-17  0.167734  0  0  0
150.0  5e-17  0.0656518  0  0  0
150.0  7e-17  0.0353614  0  0  0
150.0  1e-16  0.0142959  0  0  0
150.0  1e-15  1.11479e-09  0  0  0
150.0  1e-14  6.36885e-40  0  0  0
150.0  1e-12  0  0  0  0
150.0  1e-10  0  0  0  0
600.0  1e-22  0.677827  0.677826  0.677603  0.67673
600.0  1e-20  0.677651  0.67765  0.677427  0.676553
600.0  1e-19  0.676048  0.676047  0.675824  0.674948
600.0  2e-19  0.674268  0.674266  0.674043  0.673166
600.0  5e-19  0.668928  0.668927  0.668702  0.66782
600.0  7e-19  0.665371  0.66537  0.665145  0.664259
600.0  1e-18  0.660041  0.66004  0.659813  0.658923
600.0  2e-18  0.64233  0.642329  0.6421  0.641199
600.0  5e-18  0.590124  0.590123  0.589894  0.588982
600.0  7e-18  0.556447  0.556446  0.556221  0.555316
600.0  1e-17  0.508115  0.508114  0.507899  0.507022
600.0  2e-17  0.369318  0.369318  0.369152  0.36843
600.0  5e-17  0.134642  0.134642  0.134587  0.134293
600.0  7e-17  0.0688464  0.0688463  0.0688215  0.0686697
600.0  1e-16  0.0258739  0.0258739  0.0258663  0.0258101
600.0  1e-15  3.42185e-11  3.42185e-11  3.42184e-11  3.42083e-11
600.0  1e-14  9.75923e-60  9.75923e-60  9.75923e-60  9.75923e-60
600.0  1e-12  0  0  0  0
600.0  1e-10  0  0  0  0
400.0  1e-22  0.577813  0.577779  0.576926  0
400.0  1e-20  0.577663  0.57763  0.576776  0
400.0  1e-19  0.576303  0.57627  0.575415  0
400.0  2e-19  0.574793  0.574759  0.573904  0
400.0  5e-19  0.570267  0.570234  0.569377  0
400.0  7e-19  0.567255  0.567222  0.566364  0
400.0  1e-18  0.562746  0.562713  0.561853  0
400.0  2e-18  0.547798  0.547766  0.546903  0
400.0  5e-18  0.503979  0.503949  0.503093  0
400.0  7e-18  0.475848  0.475819  0.47498  0
400.0  1e-17  0.435586  0.43556  0.434756  0
400.0  2e-17  0.320095  0.320078  0.319434  0
400.0  5e-17  0.121773  0.121769  0.121515  0
400.0  7e-17  0.0641083  0.0641067  0.0639774  0
400.0  1e-16  0.0250927  0.0250923  0.0250452  0
400.0  1e-15  8.99729e-11  8.99729e-11  8.99699e-11  0
400.0  1e-14  1.44975e-57  1.44975e-57  1.44975e-57  0
400.0  1e-12  0  0  0  0
400.0  1e-10  0  0  0  0
700.0  1e-22  0.679578  0.679572  0.679459  0.67888
700.0  1e-20  0.679388  0.679383  0.679269  0.678691
700.0  1e-19  0.677665  0.67766  0.677546  0.676967
700.0  2e-19  0.675752  0.675747  0.675633  0.675053
700.0  5e-19  0.670021  0.670015  0.669902  0.669319
700.0  7e-19  0.666206  0.666201  0.666087  0.665504
700.0  1e-18  0.660496  0.660491  0.660377  0.659792
700.0  2e-18  0.641575  0.641571  0.641456  0.640867
700.0  5e-18  0.586218  0.586215  0.586103  0.585517
700.0  7e-18  0.55081  0.550807  0.550698  0.550123
700.0  1e-17  0.500372  0.50037  0.500268  0.499718
700.0  2e-17  0.357854  0.357853  0.357779  0.357344
700.0  5e-17  0.125255  0.125255  0.125234  0.125072
700.0  7e-17  0.0626377  0.0626377  0.0626292  0.0625497
700.0  1e-16  0.0228827  0.0228827  0.0228804  0.0228529
700.0  1e-15  1.79907e-11  1.79907e-11  1.79907e-11  1.79895e-11
700.0  1e-14  3.1063e-58  3.1063e-58  3.1063e-58  3.1063e-58
700.0  1e-12  0  0  0  0
700.0  1e-10  0  0  0  0
1450.0  1e-22  0.253545  0.253545  0.253545  0.253502
1450.0  1e-20  0.253419  0.253419  0.253419  0.253377
1450.0  1e-19  0.25228  0.25228  0.25228  0.252237
1450.0  2e-19  0.251021  0.251021  0.251021  0.250979
1450.0  5e-19  0.247287  0.247287  0.247287  0.247246
1450.0  7e-19  0.244834  0.244834  0.244834  0.244793
1450.0  1e-18  0.241205  0.241205  0.241205  0.241165
1450.0  2e-18  0.229549  0.229549  0.229549  0.229512
1450.0  5e-18  0.198258  0.198258  0.198258  0.198227
1450.0  7e-18  0.180084  0.180084  0.180084  0.180057
1450.0  1e-17  0.156226  0.156226  0.156226  0.156203
1450.0  2e-17  0.0987544  0.0987544  0.0987544  0.0987424
1450.0  5e-17  0.0274242  0.0274242  0.0274242  0.0274224
1450.0  7e-17  0.0123266  0.0123266  0.0123266  0.012326
1450.0  1e-16  0.00394285  0.00394285  0.00394285  0.00394275
1450.0  1e-15  5.6623e-14  5.6623e-14  5.6623e-14  5.6623e-14
1450.0  1e-14  8.13295e-103  8.13295e-103  8.13295e-103  8.13295e-103
1450.0  1e-12  0  0  0  0
1450.0  1e-10  0  0  0  0
1000.0  1e-22  0.59729  0.59729  0.597263  0.597041
1000.0  1e-20  0.597077  0.597077  0.597051  0.596828
1000.0  1e-19  0.595145  0.595145  0.595119  0.594897
1000.0  2e-19  0.593004  0.593004  0.592977  0.592755
1000.0  5e-19  0.586614  0.586614  0.586588  0.586366
1000.0  7e-19  0.582382  0.582382  0.582357  0.582136
1000.0  1e-18  0.576079  0.576079  0.576053  0.575833
1000.0  2e-18  0.555445  0.555445  0.55542  0.555202
1000.0  5e-18  0.497065  0.497065  0.497044  0.496836
1000.0  7e-18  0.461079  0.461079  0.461059  0.460861
1000.0  1e-17  0.411391  0.411391  0.411375  0.411191
1000.0  2e-17  0.279437  0.279437  0.279427  0.279295
1000.0  5e-17  0.0874508  0.0874508  0.087449  0.087409
1000.0  7e-17  0.0413348  0.0413348  0.0413342  0.0413167
1000.0  1e-16  0.0140703  0.0140703  0.0140702  0.014065
1000.0  1e-15  1.88603e-12  1.88603e-12  1.88603e-12  1.88603e-12
1000.0  1e-14  3.862e-74  3.862e-74  3.862e-74  3.862e-74
1000.0  1e-12  0  0  0  0
1000.0  1e-10  0  0  0  0
1150.0  1e-22  0.521224  0.521224  0.521215  0.521068
1150.0  1e-20  0.521014  0.521014  0.521004  0.520858
1150.0  1e-19  0.519102  0.519102  0.519092  0.518946
1150.0  2e-19  0.516985  0.516985  0.516975  0.51683
1150.0  5e-19  0.510681  0.510681  0.510672  0.510528
1150.0  7e-19  0.506519  0.506519  0.50651  0.506366
1150.0  1e-18  0.500334  0.500334  0.500325  0.500183
1150.0  2e-18  0.480223  0.480223  0.480215  0.480076
1150.0  5e-18  0.424367  0.424367  0.42436  0.424233
1150.0  7e-18  0.390644  0.390644  0.390638  0.390519
1150.0  1e-17  0.344894  0.344894  0.344889  0.344783
1150.0  2e-17  0.227538  0.227538  0.227536  0.227464
1150.0  5e-17  0.0670257  0.0670257  0.0670254  0.0670058
1150.0  7e-17  0.0307085  0.0307085  0.0307084  0.0307003
1150.0  1e-16  0.0100275  0.0100275  0.0100275  0.0100253
1150.0  1e-15  6.66562e-13  6.66562e-13  6.66562e-13  6.66562e-13
1150.0  1e-14  4.00127e-80  4.00127e-80  4.00127e-80  4.00127e-80
1150.0  1e-12  0  0  0  0
1150.0  1e-10  0  0  0  0
550.0  1e-22  0.648334  0.648328  0.648045  0.647013
550.0  1e-20  0.648169  0.648164  0.64788  0.646849
550.0  1e-19  0.646676  0.64667  0.646386  0.645353
550.0  2e-19  0.645016  0.64501  0.644726  0.643691
550.0  5e-19  0.640038  0.640033  0.639747  0.638707
550.0  7e-19  0.636722  0.636716  0.63643  0.635386
550.0  1e-18  0.63175  0.631745  0.631457  0.63041
550.0  2e-18  0.615226  0.615221  0.61493  0.613871
550.0  5e-18  0.566437  0.566433  0.566142  0.565075
550.0  7e-18  0.534896  0.534892  0.534606  0.53355
550.0  1e-17  0.489528  0.489525  0.489251  0.488228
550.0  2e-17  0.358482  0.35848  0.358264  0.357424
550.0  5e-17  0.133427  0.133427  0.13335  0.133004
550.0  7e-17  0.0690431  0.069043  0.0690071  0.0688269
550.0  1e-16  0.0263462  0.0263462  0.0263345  0.0262668
550.0  1e-15  3.55278e-11  3.55278e-11  3.55278e-11  3.54975e-11
550.0  1e-14  5.60917e-58  5.60917e-58  5.60917e-58  5.60917e-58
550.0  1e-12  0  0  0  0
550.0  1e-10  0  0  0  0
2200.0  1e-22  0.0189576  0.0189576  0.0189576  0.0189576
2200.0  1e-20  0.0189475  0.0189475  0.0189475  0.0189475
2200.0  1e-19  0.0188566  0.0188566  0.0188566  0.0188566
2200.0  2e-19  0.0187562  0.0187562  0.0187562  0.0187562
2200.0  5e-19  0.0184586  0.0184586  0.0184586  0.0184586
2200.0  7e-19  0.0182632  0.0182632  0.0182632  0.0182632
2200.0  1e-18  0.0179745  0.0179745  0.0179745  0.0179745
2200.0  2e-18  0.0170486  0.0170486  0.0170486  0.0170486
2200.0  5e-18  0.0145774  0.0145774  0.0145774  0.0145774
2200.0  7e-18  0.0131528  0.0131528  0.0131528  0.0131528
2200.0  1e-17  0.0112958  0.0112958  0.0112958  0.0112958
2200.0  2e-17  0.00689949  0.00689949  0.00689949  0.00689949
2200.0  5e-17  0.00170539  0.00170539  0.00170539  0.00170539
2200.0  7e-17  0.000699552  0.000699552  0.000699552  0.000699552
2200.0  1e-16  0.000191442  0.000191442  0.000191442  0.000191442
2200.0  1e-15  1.85411e-18  1.85411e-18  1.85411e-18  1.85411e-18
2200.0  1e-14  1.95336e-144  1.95336e-144  1.95336e-144  1.95336e-144
2200.0  1e-12  0  0  0  0
2200.0  1e-10  0  0  0  0
100.0  1e-22  0.184266  0  0  0
100.0  1e-20  0.18422  0  0  0
100.0  1e-19  0.183802  0  0  0
100.0  2e-19  0.183337  0  0  0
100.0  5e-19  0.18195  0  0  0
100.0  7e-19  0.181028  0  0  0
100.0  1e-18  0.179653  0  0  0
100.0  2e-18  0.17512  0  0  0
100.0  5e-18  0.162021  0  0  0
100.0  7e-18  0.153715  0  0  0
100.0  1e-17  0.141903  0  0  0
100.0  2e-17  0.10799  0  0  0
100.0  5e-17  0.046408  0  0  0
100.0  7e-17  0.0264203  0  0  0
100.0  1e-16  0.0115231  0  0  0
100.0  1e-15  5.16288e-09  0  0  0
100.0  1e-14  5.22758e-31  0  0  0
100.0  1e-12  0  0  0  0
100.0  1e-10  0  0  0  0
3500.0  1e-22  0  0  0  0
3500.0  1e-20  0  0  0  0
3500.0  1e-19  0  0  0  0
3500.0  2e-19  0  0  0  0
3500.0  5e-19  0  0  0  0
3500.0  7e-19  0  0  0  0
3500.0  1e-18  0  0  0  0
3500.0  2e-18  0  0  0  0
3500.0  5e-18  0  0  0  0
3500.0  7e-18  0  0  0  0
3500.0  1e-17  0  0  0  0
3500.0  2e-17  0  0  0  0
3500.0  5e-17  0  0  0  0
3500.0  7e-17  0  0  0  0
3500.0  1e-16  0  0  0  0
3500.0  1e-15  0  0  0  0
3500.0  1e-14  0  0  0  0
3500.0  1e-12  0  0  0  0
3500.0  1e-10  0  0  0  0
1900.0  1e-22  0.0841022  0.0841022  0.0841022  0.0841019
1900.0  1e-20  0.0840584  0.0840584  0.0840584  0.0840581
1900.0  1e-19  0.0836616  0.0836616  0.0836616  0.0836613
1900.0  2e-19  0.0832232  0.0832232  0.0832232  0.0832229
1900.0  5e-19  0.0819235  0.0819235  0.0819235  0.0819232
1900.0  7e-19  0.0810697  0.0810697  0.0810697  0.0810694
1900.0  1e-18  0.0798077  0.0798077  0.0798077  0.0798074
1900.0  2e-18  0.0757574  0.0757574  0.0757574  0.0757571
1900.0  5e-18  0.0649179  0.0649179  0.0649179  0.0649177
1900.0  7e-18  0.0586492  0.0586492  0.0586492  0.058649
1900.0  1e-17  0.0504558  0.0504558  0.0504558  0.0504556
1900.0  2e-17  0.0309612  0.0309612  0.0309612  0.0309611
1900.0  5e-17  0.00778104  0.00778104  0.00778104  0.00778102
1900.0  7e-17  0.00325725  0.00325725  0.00325725  0.00325725
1900.0  1e-16  0.000933686  0.000933686  0.000933686  0.000933684
1900.0  1e-15  8.59903e-16  8.59903e-16  8.59903e-16  8.59903e-16
1900.0  1e-14  2.97485e-120  2.97485e-120  2.97485e-120  2.97485e-120
1900.0  1e-12  0  0  0  0
1900.0  1e-10  0  0  0  0
900.0  1e-22  0.641219  0.641219  0.641175  0.640875
900.0  1e-20  0.64101  0.64101  0.640966  0.640666
900.0  1e-19  0.639112  0.639112  0.639068  0.638768
900.0  2e-19  0.637006  0.637006  0.636962  0.636662
900.0  5e-19  0.630712  0.630712  0.630668  0.630368
900.0  7e-19  0.626536  0.626535  0.626492  0.626192
900.0  1e-18  0.620301  0.620301  0.620258  0.619958
900.0  2e-18  0.59979  0.59979  0.599747  0.599448
900.0  5e-18  0.540955  0.540955  0.540915  0.540624
900.0  7e-18  0.504139  0.504139  0.504102  0.50382
900.0  1e-17  0.452674  0.452674  0.45264  0.452377
900.0  2e-17  0.312748  0.312748  0.312726  0.312529
900.0  5e-17  0.101065  0.101065  0.10106  0.100997
900.0  7e-17  0.0484777  0.0484777  0.0484759  0.0484475
900.0  1e-16  0.0168034  0.0168034  0.016803  0.0167942
900.0  1e-15  4.40287e-12  4.40287e-12  4.40287e-12  4.40283e-12
900.0  1e-14  5.70576e-68  5.70576e-68  5.70576e-68  5.70576e-68
900.0  1e-12  0  0  0  0
900.0  1e-10  0  0  0  0
200.0  1e-22  0.356179  0.355604  0  0
200.0  1e-20  0.356083  0.355508  0  0
200.0  1e-19  0.355207  0.354633  0  0
200.0  2e-19  0.354236  0.353662  0  0
200.0  5e-19  0.35133  0.350758  0  0
200.0  7e-19  0.349401  0.348829  0  0
200.0  1e-18  0.346518  0.345949  0  0
200.0  2e-18  0.337014  0.336451  0  0
200.0  5e-18  0.309525  0.308986  0  0
200.0  7e-18  0.29211  0.29159  0  0
200.0  1e-17  0.267417  0.266928  0  0
200.0  2e-17  0.19747  0.197089  0  0
200.0  5e-17  0.0773803  0.0772278  0  0
200.0  7e-17  0.04161  0.04153  0  0
200.0  1e-16  0.0167589  0.0167283  0  0
200.0  1e-15  2.77462e-10  2.7746e-10  0  0
200.0  1e-14  2.88376e-49  2.88376e-49  0  0
200.0  1e-12  0  0  0  0
200.0  1e-10  0  0  0  0
