txName: T2tt
constraint: [[['t']],[['t']]]
condition: None
conditionDescription: None
susyProcess: pp --> stop stop, stop  --> top lsp
figureUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.png
dataUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.root
source: CMS
validated: True
axes: [[x, y], [x, y]]
upperLimits: [[[[2.1250E+02*GeV,0.0000E+00*GeV],[2.1250E+02*GeV,0.0000E+00*GeV]],2.7152E+02*pb],
[[[9.0000E+02*GeV,4.2500E+02*GeV],[9.0000E+02*GeV,4.2500E+02*GeV]],1.3395E-02*pb],
[[[9.0000E+02*GeV,4.3750E+02*GeV],[9.0000E+02*GeV,4.3750E+02*GeV]],1.4144E-02*pb],
[[[9.0000E+02*GeV,4.5000E+02*GeV],[9.0000E+02*GeV,4.5000E+02*GeV]],1.4829E-02*pb],
[[[9.0000E+02*GeV,4.6250E+02*GeV],[9.0000E+02*GeV,4.6250E+02*GeV]],1.6290E-02*pb],
[[[9.0000E+02*GeV,4.7500E+02*GeV],[9.0000E+02*GeV,4.7500E+02*GeV]],1.7713E-02*pb],
[[[9.0000E+02*GeV,4.8750E+02*GeV],[9.0000E+02*GeV,4.8750E+02*GeV]],1.9189E-02*pb],
[[[9.0000E+02*GeV,5.0000E+02*GeV],[9.0000E+02*GeV,5.0000E+02*GeV]],2.0641E-02*pb],
[[[9.0000E+02*GeV,5.1250E+02*GeV],[9.0000E+02*GeV,5.1250E+02*GeV]],2.3525E-02*pb],
[[[9.0000E+02*GeV,5.2500E+02*GeV],[9.0000E+02*GeV,5.2500E+02*GeV]],2.5434E-02*pb],
[[[9.0000E+02*GeV,5.3750E+02*GeV],[9.0000E+02*GeV,5.3750E+02*GeV]],2.6772E-02*pb],
[[[9.0000E+02*GeV,5.5000E+02*GeV],[9.0000E+02*GeV,5.5000E+02*GeV]],2.6462E-02*pb],
[[[9.0000E+02*GeV,5.6250E+02*GeV],[9.0000E+02*GeV,5.6250E+02*GeV]],4.1067E-02*pb],
[[[9.0000E+02*GeV,5.7500E+02*GeV],[9.0000E+02*GeV,5.7500E+02*GeV]],5.4197E-02*pb],
[[[9.0000E+02*GeV,5.8750E+02*GeV],[9.0000E+02*GeV,5.8750E+02*GeV]],6.5485E-02*pb],
[[[9.0000E+02*GeV,6.0000E+02*GeV],[9.0000E+02*GeV,6.0000E+02*GeV]],7.6236E-02*pb],
[[[9.0000E+02*GeV,6.1250E+02*GeV],[9.0000E+02*GeV,6.1250E+02*GeV]],8.2443E-02*pb],
[[[9.0000E+02*GeV,6.2500E+02*GeV],[9.0000E+02*GeV,6.2500E+02*GeV]],9.6203E-02*pb],
[[[9.0000E+02*GeV,6.3750E+02*GeV],[9.0000E+02*GeV,6.3750E+02*GeV]],1.1464E-01*pb],
[[[9.0000E+02*GeV,6.5000E+02*GeV],[9.0000E+02*GeV,6.5000E+02*GeV]],1.3651E-01*pb],
[[[9.1250E+02*GeV,0.0000E+00*GeV],[9.1250E+02*GeV,0.0000E+00*GeV]],6.6327E-03*pb],
[[[9.1250E+02*GeV,1.2500E+01*GeV],[9.1250E+02*GeV,1.2500E+01*GeV]],6.6309E-03*pb],
[[[9.1250E+02*GeV,2.5000E+01*GeV],[9.1250E+02*GeV,2.5000E+01*GeV]],6.6208E-03*pb],
[[[9.1250E+02*GeV,3.7500E+01*GeV],[9.1250E+02*GeV,3.7500E+01*GeV]],6.6017E-03*pb],
[[[9.1250E+02*GeV,5.0000E+01*GeV],[9.1250E+02*GeV,5.0000E+01*GeV]],6.5568E-03*pb],
[[[9.1250E+02*GeV,6.2500E+01*GeV],[9.1250E+02*GeV,6.2500E+01*GeV]],6.5368E-03*pb],
[[[9.1250E+02*GeV,7.5000E+01*GeV],[9.1250E+02*GeV,7.5000E+01*GeV]],6.5560E-03*pb],
[[[9.1250E+02*GeV,8.7500E+01*GeV],[9.1250E+02*GeV,8.7500E+01*GeV]],6.5602E-03*pb],
[[[9.1250E+02*GeV,1.0000E+02*GeV],[9.1250E+02*GeV,1.0000E+02*GeV]],6.5430E-03*pb],
[[[9.1250E+02*GeV,1.1250E+02*GeV],[9.1250E+02*GeV,1.1250E+02*GeV]],6.5238E-03*pb],
[[[9.1250E+02*GeV,1.2500E+02*GeV],[9.1250E+02*GeV,1.2500E+02*GeV]],6.6017E-03*pb],
[[[9.1250E+02*GeV,1.3750E+02*GeV],[9.1250E+02*GeV,1.3750E+02*GeV]],6.6853E-03*pb],
[[[9.1250E+02*GeV,1.5000E+02*GeV],[9.1250E+02*GeV,1.5000E+02*GeV]],6.7352E-03*pb],
[[[9.1250E+02*GeV,1.6250E+02*GeV],[9.1250E+02*GeV,1.6250E+02*GeV]],6.8698E-03*pb],
[[[9.1250E+02*GeV,1.7500E+02*GeV],[9.1250E+02*GeV,1.7500E+02*GeV]],6.9946E-03*pb],
[[[9.1250E+02*GeV,1.8750E+02*GeV],[9.1250E+02*GeV,1.8750E+02*GeV]],7.0833E-03*pb],
[[[9.1250E+02*GeV,2.0000E+02*GeV],[9.1250E+02*GeV,2.0000E+02*GeV]],7.1354E-03*pb],
[[[9.1250E+02*GeV,2.1250E+02*GeV],[9.1250E+02*GeV,2.1250E+02*GeV]],7.1521E-03*pb],
[[[9.1250E+02*GeV,2.2500E+02*GeV],[9.1250E+02*GeV,2.2500E+02*GeV]],7.3041E-03*pb],
[[[9.1250E+02*GeV,2.3750E+02*GeV],[9.1250E+02*GeV,2.3750E+02*GeV]],7.4760E-03*pb],
[[[9.1250E+02*GeV,2.5000E+02*GeV],[9.1250E+02*GeV,2.5000E+02*GeV]],7.6991E-03*pb],
[[[9.1250E+02*GeV,2.6250E+02*GeV],[9.1250E+02*GeV,2.6250E+02*GeV]],7.8792E-03*pb],
[[[9.1250E+02*GeV,2.7500E+02*GeV],[9.1250E+02*GeV,2.7500E+02*GeV]],7.8791E-03*pb],
[[[9.1250E+02*GeV,2.8750E+02*GeV],[9.1250E+02*GeV,2.8750E+02*GeV]],7.8783E-03*pb],
[[[9.1250E+02*GeV,3.0000E+02*GeV],[9.1250E+02*GeV,3.0000E+02*GeV]],7.8043E-03*pb],
[[[9.1250E+02*GeV,3.1250E+02*GeV],[9.1250E+02*GeV,3.1250E+02*GeV]],7.8743E-03*pb],
[[[9.1250E+02*GeV,3.2500E+02*GeV],[9.1250E+02*GeV,3.2500E+02*GeV]],8.4877E-03*pb],
[[[9.1250E+02*GeV,3.3750E+02*GeV],[9.1250E+02*GeV,3.3750E+02*GeV]],9.0065E-03*pb],
[[[9.1250E+02*GeV,3.5000E+02*GeV],[9.1250E+02*GeV,3.5000E+02*GeV]],9.4186E-03*pb],
[[[9.1250E+02*GeV,3.6250E+02*GeV],[9.1250E+02*GeV,3.6250E+02*GeV]],9.7605E-03*pb],
[[[9.1250E+02*GeV,3.7500E+02*GeV],[9.1250E+02*GeV,3.7500E+02*GeV]],1.0250E-02*pb],
[[[9.1250E+02*GeV,3.8750E+02*GeV],[9.1250E+02*GeV,3.8750E+02*GeV]],1.0698E-02*pb],
[[[9.1250E+02*GeV,4.0000E+02*GeV],[9.1250E+02*GeV,4.0000E+02*GeV]],1.1118E-02*pb],
[[[9.1250E+02*GeV,4.1250E+02*GeV],[9.1250E+02*GeV,4.1250E+02*GeV]],1.1471E-02*pb],
[[[9.1250E+02*GeV,4.2500E+02*GeV],[9.1250E+02*GeV,4.2500E+02*GeV]],1.2235E-02*pb],
[[[9.1250E+02*GeV,4.3750E+02*GeV],[9.1250E+02*GeV,4.3750E+02*GeV]],1.3032E-02*pb],
[[[9.1250E+02*GeV,4.5000E+02*GeV],[9.1250E+02*GeV,4.5000E+02*GeV]],1.3814E-02*pb],
[[[9.1250E+02*GeV,4.6250E+02*GeV],[9.1250E+02*GeV,4.6250E+02*GeV]],1.4726E-02*pb],
[[[9.1250E+02*GeV,4.7500E+02*GeV],[9.1250E+02*GeV,4.7500E+02*GeV]],1.6191E-02*pb],
[[[9.1250E+02*GeV,4.8750E+02*GeV],[9.1250E+02*GeV,4.8750E+02*GeV]],1.7701E-02*pb],
[[[9.1250E+02*GeV,5.0000E+02*GeV],[9.1250E+02*GeV,5.0000E+02*GeV]],1.9223E-02*pb],
[[[9.1250E+02*GeV,5.1250E+02*GeV],[9.1250E+02*GeV,5.1250E+02*GeV]],2.0859E-02*pb],
[[[9.1250E+02*GeV,5.2500E+02*GeV],[9.1250E+02*GeV,5.2500E+02*GeV]],2.3138E-02*pb],
[[[9.1250E+02*GeV,5.3750E+02*GeV],[9.1250E+02*GeV,5.3750E+02*GeV]],2.5184E-02*pb],
[[[9.1250E+02*GeV,5.5000E+02*GeV],[9.1250E+02*GeV,5.5000E+02*GeV]],2.6289E-02*pb],
[[[9.1250E+02*GeV,5.6250E+02*GeV],[9.1250E+02*GeV,5.6250E+02*GeV]],2.8575E-02*pb],
[[[9.1250E+02*GeV,5.7500E+02*GeV],[9.1250E+02*GeV,5.7500E+02*GeV]],4.1287E-02*pb],
[[[9.1250E+02*GeV,5.8750E+02*GeV],[9.1250E+02*GeV,5.8750E+02*GeV]],5.1688E-02*pb],
[[[9.1250E+02*GeV,6.0000E+02*GeV],[9.1250E+02*GeV,6.0000E+02*GeV]],6.0664E-02*pb],
[[[9.1250E+02*GeV,6.1250E+02*GeV],[9.1250E+02*GeV,6.1250E+02*GeV]],6.5555E-02*pb],
[[[9.1250E+02*GeV,6.2500E+02*GeV],[9.1250E+02*GeV,6.2500E+02*GeV]],7.3938E-02*pb],
[[[9.1250E+02*GeV,6.3750E+02*GeV],[9.1250E+02*GeV,6.3750E+02*GeV]],7.9119E-02*pb],
[[[9.1250E+02*GeV,6.5000E+02*GeV],[9.1250E+02*GeV,6.5000E+02*GeV]],9.2554E-02*pb],
[[[9.2500E+02*GeV,0.0000E+00*GeV],[9.2500E+02*GeV,0.0000E+00*GeV]],6.4744E-03*pb],
[[[9.2500E+02*GeV,1.2500E+01*GeV],[9.2500E+02*GeV,1.2500E+01*GeV]],6.4739E-03*pb],
[[[9.2500E+02*GeV,2.5000E+01*GeV],[9.2500E+02*GeV,2.5000E+01*GeV]],6.4691E-03*pb],
[[[9.2500E+02*GeV,3.7500E+01*GeV],[9.2500E+02*GeV,3.7500E+01*GeV]],6.4500E-03*pb],
[[[9.2500E+02*GeV,5.0000E+01*GeV],[9.2500E+02*GeV,5.0000E+01*GeV]],6.4220E-03*pb],
[[[9.2500E+02*GeV,6.2500E+01*GeV],[9.2500E+02*GeV,6.2500E+01*GeV]],6.4125E-03*pb],
[[[9.2500E+02*GeV,7.5000E+01*GeV],[9.2500E+02*GeV,7.5000E+01*GeV]],6.4072E-03*pb],
[[[9.2500E+02*GeV,8.7500E+01*GeV],[9.2500E+02*GeV,8.7500E+01*GeV]],6.4114E-03*pb],
[[[9.2500E+02*GeV,1.0000E+02*GeV],[9.2500E+02*GeV,1.0000E+02*GeV]],6.4007E-03*pb],
[[[9.2500E+02*GeV,1.1250E+02*GeV],[9.2500E+02*GeV,1.1250E+02*GeV]],6.3862E-03*pb],
[[[9.2500E+02*GeV,1.2500E+02*GeV],[9.2500E+02*GeV,1.2500E+02*GeV]],6.3606E-03*pb],
[[[9.2500E+02*GeV,1.3750E+02*GeV],[9.2500E+02*GeV,1.3750E+02*GeV]],6.4442E-03*pb],
[[[9.2500E+02*GeV,1.5000E+02*GeV],[9.2500E+02*GeV,1.5000E+02*GeV]],6.5335E-03*pb],
[[[9.2500E+02*GeV,1.6250E+02*GeV],[9.2500E+02*GeV,1.6250E+02*GeV]],6.6975E-03*pb],
[[[9.2500E+02*GeV,1.7500E+02*GeV],[9.2500E+02*GeV,1.7500E+02*GeV]],6.8874E-03*pb],
[[[9.2500E+02*GeV,1.8750E+02*GeV],[9.2500E+02*GeV,1.8750E+02*GeV]],6.9761E-03*pb],
[[[9.2500E+02*GeV,2.0000E+02*GeV],[9.2500E+02*GeV,2.0000E+02*GeV]],7.0286E-03*pb],
[[[9.2500E+02*GeV,2.1250E+02*GeV],[9.2500E+02*GeV,2.1250E+02*GeV]],7.0319E-03*pb],
[[[9.2500E+02*GeV,2.2500E+02*GeV],[9.2500E+02*GeV,2.2500E+02*GeV]],7.0268E-03*pb],
[[[9.2500E+02*GeV,2.3750E+02*GeV],[9.2500E+02*GeV,2.3750E+02*GeV]],7.1987E-03*pb],
[[[9.2500E+02*GeV,2.5000E+02*GeV],[9.2500E+02*GeV,2.5000E+02*GeV]],7.3904E-03*pb],
[[[9.2500E+02*GeV,2.6250E+02*GeV],[9.2500E+02*GeV,2.6250E+02*GeV]],7.5640E-03*pb],
[[[9.2500E+02*GeV,2.7500E+02*GeV],[9.2500E+02*GeV,2.7500E+02*GeV]],7.7077E-03*pb],
[[[9.2500E+02*GeV,2.8750E+02*GeV],[9.2500E+02*GeV,2.8750E+02*GeV]],7.7068E-03*pb],
[[[9.2500E+02*GeV,3.0000E+02*GeV],[9.2500E+02*GeV,3.0000E+02*GeV]],7.7052E-03*pb],
[[[9.2500E+02*GeV,3.1250E+02*GeV],[9.2500E+02*GeV,3.1250E+02*GeV]],7.8112E-03*pb],
[[[9.2500E+02*GeV,3.2500E+02*GeV],[9.2500E+02*GeV,3.2500E+02*GeV]],7.9892E-03*pb],
[[[9.2500E+02*GeV,3.3750E+02*GeV],[9.2500E+02*GeV,3.3750E+02*GeV]],8.5080E-03*pb],
[[[9.2500E+02*GeV,3.5000E+02*GeV],[9.2500E+02*GeV,3.5000E+02*GeV]],8.9323E-03*pb],
[[[9.2500E+02*GeV,3.6250E+02*GeV],[9.2500E+02*GeV,3.6250E+02*GeV]],9.2669E-03*pb],
[[[9.2500E+02*GeV,3.7500E+02*GeV],[9.2500E+02*GeV,3.7500E+02*GeV]],9.5458E-03*pb],
[[[9.2500E+02*GeV,3.8750E+02*GeV],[9.2500E+02*GeV,3.8750E+02*GeV]],9.9941E-03*pb],
[[[9.2500E+02*GeV,4.0000E+02*GeV],[9.2500E+02*GeV,4.0000E+02*GeV]],1.0401E-02*pb],
[[[9.2500E+02*GeV,4.1250E+02*GeV],[9.2500E+02*GeV,4.1250E+02*GeV]],1.0745E-02*pb],
[[[9.2500E+02*GeV,4.2500E+02*GeV],[9.2500E+02*GeV,4.2500E+02*GeV]],1.1042E-02*pb],
[[[9.2500E+02*GeV,4.3750E+02*GeV],[9.2500E+02*GeV,4.3750E+02*GeV]],1.1839E-02*pb],
[[[9.2500E+02*GeV,4.5000E+02*GeV],[9.2500E+02*GeV,4.5000E+02*GeV]],1.2669E-02*pb],
[[[9.2500E+02*GeV,4.6250E+02*GeV],[9.2500E+02*GeV,4.6250E+02*GeV]],1.3629E-02*pb],
[[[9.2500E+02*GeV,4.7500E+02*GeV],[9.2500E+02*GeV,4.7500E+02*GeV]],1.4623E-02*pb],
[[[9.2500E+02*GeV,4.8750E+02*GeV],[9.2500E+02*GeV,4.8750E+02*GeV]],1.6134E-02*pb],
[[[9.2500E+02*GeV,5.0000E+02*GeV],[9.2500E+02*GeV,5.0000E+02*GeV]],1.7690E-02*pb],
[[[9.2500E+02*GeV,5.1250E+02*GeV],[9.2500E+02*GeV,5.1250E+02*GeV]],1.9342E-02*pb],
[[[9.2500E+02*GeV,5.2500E+02*GeV],[9.2500E+02*GeV,5.2500E+02*GeV]],2.1076E-02*pb],
[[[9.2500E+02*GeV,5.3750E+02*GeV],[9.2500E+02*GeV,5.3750E+02*GeV]],2.3122E-02*pb],
[[[9.2500E+02*GeV,5.5000E+02*GeV],[9.2500E+02*GeV,5.5000E+02*GeV]],2.4935E-02*pb],
[[[9.2500E+02*GeV,5.6250E+02*GeV],[9.2500E+02*GeV,5.6250E+02*GeV]],2.7524E-02*pb],
[[[9.2500E+02*GeV,5.7500E+02*GeV],[9.2500E+02*GeV,5.7500E+02*GeV]],3.0688E-02*pb],
[[[9.2500E+02*GeV,5.8750E+02*GeV],[9.2500E+02*GeV,5.8750E+02*GeV]],4.1089E-02*pb],
[[[9.2500E+02*GeV,6.0000E+02*GeV],[9.2500E+02*GeV,6.0000E+02*GeV]],4.9178E-02*pb],
[[[9.2500E+02*GeV,6.1250E+02*GeV],[9.2500E+02*GeV,6.1250E+02*GeV]],5.4554E-02*pb],
[[[9.2500E+02*GeV,6.2500E+02*GeV],[9.2500E+02*GeV,6.2500E+02*GeV]],5.4874E-02*pb],
[[[9.2500E+02*GeV,6.3750E+02*GeV],[9.2500E+02*GeV,6.3750E+02*GeV]],6.4426E-02*pb],
[[[9.2500E+02*GeV,6.5000E+02*GeV],[9.2500E+02*GeV,6.5000E+02*GeV]],6.2034E-02*pb],
[[[9.3750E+02*GeV,0.0000E+00*GeV],[9.3750E+02*GeV,0.0000E+00*GeV]],6.3190E-03*pb],
[[[9.3750E+02*GeV,1.2500E+01*GeV],[9.3750E+02*GeV,1.2500E+01*GeV]],6.3214E-03*pb],
[[[9.3750E+02*GeV,2.5000E+01*GeV],[9.3750E+02*GeV,2.5000E+01*GeV]],6.3165E-03*pb],
[[[9.3750E+02*GeV,3.7500E+01*GeV],[9.3750E+02*GeV,3.7500E+01*GeV]],6.3072E-03*pb],
[[[9.3750E+02*GeV,5.0000E+01*GeV],[9.3750E+02*GeV,5.0000E+01*GeV]],6.2897E-03*pb],
[[[9.3750E+02*GeV,6.2500E+01*GeV],[9.3750E+02*GeV,6.2500E+01*GeV]],6.2840E-03*pb],
[[[9.3750E+02*GeV,7.5000E+01*GeV],[9.3750E+02*GeV,7.5000E+01*GeV]],6.2787E-03*pb],
[[[9.3750E+02*GeV,8.7500E+01*GeV],[9.3750E+02*GeV,8.7500E+01*GeV]],6.2776E-03*pb],
[[[9.3750E+02*GeV,1.0000E+02*GeV],[9.3750E+02*GeV,1.0000E+02*GeV]],6.2715E-03*pb],
[[[9.3750E+02*GeV,1.1250E+02*GeV],[9.3750E+02*GeV,1.1250E+02*GeV]],6.2597E-03*pb],
[[[9.3750E+02*GeV,1.2500E+02*GeV],[9.3750E+02*GeV,1.2500E+02*GeV]],6.2341E-03*pb],
[[[9.3750E+02*GeV,1.3750E+02*GeV],[9.3750E+02*GeV,1.3750E+02*GeV]],6.1973E-03*pb],
[[[9.3750E+02*GeV,1.5000E+02*GeV],[9.3750E+02*GeV,1.5000E+02*GeV]],6.3160E-03*pb],
[[[9.3750E+02*GeV,1.6250E+02*GeV],[9.3750E+02*GeV,1.6250E+02*GeV]],6.4991E-03*pb],
[[[9.3750E+02*GeV,1.7500E+02*GeV],[9.3750E+02*GeV,1.7500E+02*GeV]],6.6891E-03*pb],
[[[9.3750E+02*GeV,1.8750E+02*GeV],[9.3750E+02*GeV,1.8750E+02*GeV]],6.9051E-03*pb],
[[[9.3750E+02*GeV,2.0000E+02*GeV],[9.3750E+02*GeV,2.0000E+02*GeV]],6.9442E-03*pb],
[[[9.3750E+02*GeV,2.1250E+02*GeV],[9.3750E+02*GeV,2.1250E+02*GeV]],6.9202E-03*pb],
[[[9.3750E+02*GeV,2.2500E+02*GeV],[9.3750E+02*GeV,2.2500E+02*GeV]],6.9150E-03*pb],
[[[9.3750E+02*GeV,2.3750E+02*GeV],[9.3750E+02*GeV,2.3750E+02*GeV]],6.9015E-03*pb],
[[[9.3750E+02*GeV,2.5000E+02*GeV],[9.3750E+02*GeV,2.5000E+02*GeV]],7.0867E-03*pb],
[[[9.3750E+02*GeV,2.6250E+02*GeV],[9.3750E+02*GeV,2.6250E+02*GeV]],7.2789E-03*pb],
[[[9.3750E+02*GeV,2.7500E+02*GeV],[9.3750E+02*GeV,2.7500E+02*GeV]],7.4225E-03*pb],
[[[9.3750E+02*GeV,2.8750E+02*GeV],[9.3750E+02*GeV,2.8750E+02*GeV]],7.5361E-03*pb],
[[[9.3750E+02*GeV,3.0000E+02*GeV],[9.3750E+02*GeV,3.0000E+02*GeV]],7.5705E-03*pb],
[[[9.3750E+02*GeV,3.1250E+02*GeV],[9.3750E+02*GeV,3.1250E+02*GeV]],7.6763E-03*pb],
[[[9.3750E+02*GeV,3.2500E+02*GeV],[9.3750E+02*GeV,3.2500E+02*GeV]],7.8542E-03*pb],
[[[9.3750E+02*GeV,3.3750E+02*GeV],[9.3750E+02*GeV,3.3750E+02*GeV]],8.1040E-03*pb],
[[[9.3750E+02*GeV,3.5000E+02*GeV],[9.3750E+02*GeV,3.5000E+02*GeV]],8.5210E-03*pb],
[[[9.3750E+02*GeV,3.6250E+02*GeV],[9.3750E+02*GeV,3.6250E+02*GeV]],8.8288E-03*pb],
[[[9.3750E+02*GeV,3.7500E+02*GeV],[9.3750E+02*GeV,3.7500E+02*GeV]],9.1078E-03*pb],
[[[9.3750E+02*GeV,3.8750E+02*GeV],[9.3750E+02*GeV,3.8750E+02*GeV]],9.3312E-03*pb],
[[[9.3750E+02*GeV,4.0000E+02*GeV],[9.3750E+02*GeV,4.0000E+02*GeV]],9.7290E-03*pb],
[[[9.3750E+02*GeV,4.1250E+02*GeV],[9.3750E+02*GeV,4.1250E+02*GeV]],1.0067E-02*pb],
[[[9.3750E+02*GeV,4.2500E+02*GeV],[9.3750E+02*GeV,4.2500E+02*GeV]],1.0364E-02*pb],
[[[9.3750E+02*GeV,4.3750E+02*GeV],[9.3750E+02*GeV,4.3750E+02*GeV]],1.0612E-02*pb],
[[[9.3750E+02*GeV,4.5000E+02*GeV],[9.3750E+02*GeV,4.5000E+02*GeV]],1.1490E-02*pb],
[[[9.3750E+02*GeV,4.6250E+02*GeV],[9.3750E+02*GeV,4.6250E+02*GeV]],1.2495E-02*pb],
[[[9.3750E+02*GeV,4.7500E+02*GeV],[9.3750E+02*GeV,4.7500E+02*GeV]],1.3490E-02*pb],
[[[9.3750E+02*GeV,4.8750E+02*GeV],[9.3750E+02*GeV,4.8750E+02*GeV]],1.4520E-02*pb],
[[[9.3750E+02*GeV,5.0000E+02*GeV],[9.3750E+02*GeV,5.0000E+02*GeV]],1.6093E-02*pb],
[[[9.3750E+02*GeV,5.1250E+02*GeV],[9.3750E+02*GeV,5.1250E+02*GeV]],1.7745E-02*pb],
[[[9.3750E+02*GeV,5.2500E+02*GeV],[9.3750E+02*GeV,5.2500E+02*GeV]],1.9479E-02*pb],
[[[9.3750E+02*GeV,5.3750E+02*GeV],[9.3750E+02*GeV,5.3750E+02*GeV]],2.1294E-02*pb],
[[[9.3750E+02*GeV,5.5000E+02*GeV],[9.3750E+02*GeV,5.5000E+02*GeV]],2.3409E-02*pb],
[[[9.3750E+02*GeV,5.6250E+02*GeV],[9.3750E+02*GeV,5.6250E+02*GeV]],2.5898E-02*pb],
[[[9.3750E+02*GeV,5.7500E+02*GeV],[9.3750E+02*GeV,5.7500E+02*GeV]],2.9062E-02*pb],
[[[9.3750E+02*GeV,5.8750E+02*GeV],[9.3750E+02*GeV,5.8750E+02*GeV]],3.2801E-02*pb],
[[[9.3750E+02*GeV,6.0000E+02*GeV],[9.3750E+02*GeV,6.0000E+02*GeV]],4.1375E-02*pb],
[[[9.3750E+02*GeV,6.1250E+02*GeV],[9.3750E+02*GeV,6.1250E+02*GeV]],4.8607E-02*pb],
[[[9.3750E+02*GeV,6.2500E+02*GeV],[9.3750E+02*GeV,6.2500E+02*GeV]],5.3299E-02*pb],
[[[9.3750E+02*GeV,6.3750E+02*GeV],[9.3750E+02*GeV,6.3750E+02*GeV]],6.1678E-02*pb],
[[[9.3750E+02*GeV,6.5000E+02*GeV],[9.3750E+02*GeV,6.5000E+02*GeV]],6.4064E-02*pb],
[[[9.5000E+02*GeV,0.0000E+00*GeV],[9.5000E+02*GeV,0.0000E+00*GeV]],6.1613E-03*pb],
[[[9.5000E+02*GeV,1.2500E+01*GeV],[9.5000E+02*GeV,1.2500E+01*GeV]],6.1702E-03*pb],
[[[9.5000E+02*GeV,2.5000E+01*GeV],[9.5000E+02*GeV,2.5000E+01*GeV]],6.1684E-03*pb],
[[[9.5000E+02*GeV,3.7500E+01*GeV],[9.5000E+02*GeV,3.7500E+01*GeV]],6.1626E-03*pb],
[[[9.5000E+02*GeV,5.0000E+01*GeV],[9.5000E+02*GeV,5.0000E+01*GeV]],6.1454E-03*pb],
[[[9.5000E+02*GeV,6.2500E+01*GeV],[9.5000E+02*GeV,6.2500E+01*GeV]],6.1474E-03*pb],
[[[9.5000E+02*GeV,7.5000E+01*GeV],[9.5000E+02*GeV,7.5000E+01*GeV]],6.1460E-03*pb],
[[[9.5000E+02*GeV,8.7500E+01*GeV],[9.5000E+02*GeV,8.7500E+01*GeV]],6.1482E-03*pb],
[[[9.5000E+02*GeV,1.0000E+02*GeV],[9.5000E+02*GeV,1.0000E+02*GeV]],6.1480E-03*pb],
[[[9.5000E+02*GeV,1.1250E+02*GeV],[9.5000E+02*GeV,1.1250E+02*GeV]],6.1416E-03*pb],
[[[9.5000E+02*GeV,1.2500E+02*GeV],[9.5000E+02*GeV,1.2500E+02*GeV]],6.1186E-03*pb],
[[[9.5000E+02*GeV,1.3750E+02*GeV],[9.5000E+02*GeV,1.3750E+02*GeV]],6.0928E-03*pb],
[[[9.5000E+02*GeV,1.5000E+02*GeV],[9.5000E+02*GeV,1.5000E+02*GeV]],6.0341E-03*pb],
[[[9.5000E+02*GeV,1.6250E+02*GeV],[9.5000E+02*GeV,1.6250E+02*GeV]],6.2555E-03*pb],
[[[9.5000E+02*GeV,1.7500E+02*GeV],[9.5000E+02*GeV,1.7500E+02*GeV]],6.4647E-03*pb],
[[[9.5000E+02*GeV,1.8750E+02*GeV],[9.5000E+02*GeV,1.8750E+02*GeV]],6.6766E-03*pb],
[[[9.5000E+02*GeV,2.0000E+02*GeV],[9.5000E+02*GeV,2.0000E+02*GeV]],6.9228E-03*pb],
[[[9.5000E+02*GeV,2.1250E+02*GeV],[9.5000E+02*GeV,2.1250E+02*GeV]],6.8442E-03*pb],
[[[9.5000E+02*GeV,2.2500E+02*GeV],[9.5000E+02*GeV,2.2500E+02*GeV]],6.8117E-03*pb],
[[[9.5000E+02*GeV,2.3750E+02*GeV],[9.5000E+02*GeV,2.3750E+02*GeV]],6.7938E-03*pb],
[[[9.5000E+02*GeV,2.5000E+02*GeV],[9.5000E+02*GeV,2.5000E+02*GeV]],6.7762E-03*pb],
[[[9.5000E+02*GeV,2.6250E+02*GeV],[9.5000E+02*GeV,2.6250E+02*GeV]],7.0053E-03*pb],
[[[9.5000E+02*GeV,2.7500E+02*GeV],[9.5000E+02*GeV,2.7500E+02*GeV]],7.1675E-03*pb],
[[[9.5000E+02*GeV,2.8750E+02*GeV],[9.5000E+02*GeV,2.8750E+02*GeV]],7.2901E-03*pb],
[[[9.5000E+02*GeV,3.0000E+02*GeV],[9.5000E+02*GeV,3.0000E+02*GeV]],7.3646E-03*pb],
[[[9.5000E+02*GeV,3.1250E+02*GeV],[9.5000E+02*GeV,3.1250E+02*GeV]],7.4697E-03*pb],
[[[9.5000E+02*GeV,3.2500E+02*GeV],[9.5000E+02*GeV,3.2500E+02*GeV]],7.6473E-03*pb],
[[[9.5000E+02*GeV,3.3750E+02*GeV],[9.5000E+02*GeV,3.3750E+02*GeV]],7.8836E-03*pb],
[[[9.5000E+02*GeV,3.5000E+02*GeV],[9.5000E+02*GeV,3.5000E+02*GeV]],8.2189E-03*pb],
[[[9.5000E+02*GeV,3.6250E+02*GeV],[9.5000E+02*GeV,3.6250E+02*GeV]],8.4732E-03*pb],
[[[9.5000E+02*GeV,3.7500E+02*GeV],[9.5000E+02*GeV,3.7500E+02*GeV]],8.7254E-03*pb],
[[[9.5000E+02*GeV,3.8750E+02*GeV],[9.5000E+02*GeV,3.8750E+02*GeV]],8.9324E-03*pb],
